ID,Field Name,Label,Model,Model ID,Type,Relation,Required,Readonly,Stored
153,display_name,"Display Name",ir.sequence,11,char,,No,Yes,No
152,id,"ID",ir.sequence,11,integer,,No,Yes,Yes
141,implementation,"Implementation",ir.sequence,11,selection,,Yes,No,Yes
139,name,"Name",ir.sequence,11,char,,Yes,No,Yes
147,number_increment,"Step",ir.sequence,11,integer,,Yes,No,Yes
145,number_next,"Next Number",ir.sequence,11,integer,,Yes,No,Yes
146,number_next_actual,"Actual Next Number",ir.sequence,11,integer,,No,No,No
148,padding,"Sequence Size",ir.sequence,11,integer,,Yes,No,Yes
143,prefix,"Prefix",ir.sequence,11,char,,No,No,Yes
144,suffix,"Suffix",ir.sequence,11,char,,No,No,Yes
150,use_date_range,"Use subsequences per date_range",ir.sequence,11,boolean,,No,No,Yes
157,write_date,"Last Updated on",ir.sequence,11,datetime,,No,Yes,Yes
156,write_uid,"Last Updated by",ir.sequence,11,many2one,res.users,No,Yes,Yes
167,create_date,"Created on",ir.sequence.date_range,12,datetime,,No,Yes,Yes
166,create_uid,"Created by",ir.sequence.date_range,12,many2one,res.users,No,Yes,Yes
159,date_from,"From",ir.sequence.date_range,12,date,,Yes,No,Yes
160,date_to,"To",ir.sequence.date_range,12,date,,Yes,No,Yes
165,display_name,"Display Name",ir.sequence.date_range,12,char,,No,Yes,No
164,id,"ID",ir.sequence.date_range,12,integer,,No,Yes,Yes
162,number_next,"Next Number",ir.sequence.date_range,12,integer,,Yes,No,Yes
163,number_next_actual,"Actual Next Number",ir.sequence.date_range,12,integer,,No,No,No
161,sequence_id,"Main Sequence",ir.sequence.date_range,12,many2one,ir.sequence,Yes,No,Yes
169,write_date,"Last Updated on",ir.sequence.date_range,12,datetime,,No,Yes,Yes
168,write_uid,"Last Updated by",ir.sequence.date_range,12,many2one,res.users,No,Yes,Yes
180,action,"Action",ir.ui.menu,13,reference,,No,No,Yes
172,active,"Active",ir.ui.menu,13,boolean,,No,No,Yes
174,child_id,"Child IDs",ir.ui.menu,13,one2many,ir.ui.menu,No,No,Yes
178,complete_name,"Full Path",ir.ui.menu,13,char,,No,Yes,No
185,create_date,"Created on",ir.ui.menu,13,datetime,,No,Yes,Yes
184,create_uid,"Created by",ir.ui.menu,13,many2one,res.users,No,Yes,Yes
183,display_name,"Display Name",ir.ui.menu,13,char,,No,Yes,No
177,groups_id,"Groups",ir.ui.menu,13,many2many,res.groups,No,No,Yes
182,id,"ID",ir.ui.menu,13,integer,,No,Yes,Yes
16632,is_studio_configuration,"Studio Configuration Menu",ir.ui.menu,13,boolean,,No,Yes,Yes
171,name,"Menu",ir.ui.menu,13,char,,Yes,No,Yes
175,parent_id,"Parent Menu",ir.ui.menu,13,many2one,ir.ui.menu,No,No,Yes
176,parent_path,"Parent Path",ir.ui.menu,13,char,,No,No,Yes
173,sequence,"Sequence",ir.ui.menu,13,integer,,No,No,Yes
179,web_icon,"Web Icon File",ir.ui.menu,13,char,,No,No,Yes
181,web_icon_data,"Web Icon Image",ir.ui.menu,13,binary,,No,No,Yes
187,write_date,"Last Updated on",ir.ui.menu,13,datetime,,No,Yes,Yes
186,write_uid,"Last Updated by",ir.ui.menu,13,many2one,res.users,No,Yes,Yes
218,active,"Active",ir.ui.view,15,boolean,,No,No,Yes
204,arch,"View Architecture",ir.ui.view,15,text,,No,No,No
205,arch_base,"Base View Architecture",ir.ui.view,15,text,,No,No,No
206,arch_db,"Arch Blob",ir.ui.view,15,text,,No,No,Yes
207,arch_fs,"Arch Filename",ir.ui.view,15,char,,No,No,Yes
209,arch_prev,"Previous View Architecture",ir.ui.view,15,text,,No,No,Yes
208,arch_updated,"Modified Architecture",ir.ui.view,15,boolean,,No,No,Yes
38506,controller_page_ids,"Controller Page",ir.ui.view,15,one2many,website.controller.page,No,No,Yes
222,create_date,"Created on",ir.ui.view,15,datetime,,No,Yes,Yes
221,create_uid,"Created by",ir.ui.view,15,many2one,res.users,No,Yes,Yes
16570,customize_show,"Show As Optional Inherit",ir.ui.view,15,boolean,,No,No,Yes
220,display_name,"Display Name",ir.ui.view,15,char,,No,Yes,No
22377,first_page_id,"Website Page",ir.ui.view,15,many2one,website.page,No,Yes,No
215,groups_id,"Groups",ir.ui.view,15,many2many,res.groups,No,No,Yes
219,id,"ID",ir.ui.view,15,integer,,No,Yes,Yes
211,inherit_children_ids,"Views which inherit from this one",ir.ui.view,15,one2many,ir.ui.view,No,No,Yes
210,inherit_id,"Inherited View",ir.ui.view,15,many2one,ir.ui.view,No,No,Yes
22369,is_seo_optimized,"SEO optimized",ir.ui.view,15,boolean,,No,Yes,No
201,key,"Key",ir.ui.view,15,char,,No,No,Yes
217,mode,"View inheritance mode",ir.ui.view,15,selection,,Yes,No,Yes
200,model,"Model",ir.ui.view,15,char,,No,No,Yes
213,model_data_id,"Model Data",ir.ui.view,15,many2one,ir.model.data,No,Yes,No
30356,model_id,"Model of the view",ir.ui.view,15,many2one,ir.model,No,No,No
199,name,"View Name",ir.ui.view,15,char,,Yes,No,Yes
22376,page_ids,"Page",ir.ui.view,15,one2many,website.page,No,No,Yes
202,priority,"Sequence",ir.ui.view,15,integer,,Yes,No,Yes
22374,seo_name,"Seo name",ir.ui.view,15,char,,No,No,Yes
22382,theme_template_id,"Theme Template",ir.ui.view,15,many2one,theme.ir.ui.view,No,No,Yes
22378,track,"Track",ir.ui.view,15,boolean,,No,No,Yes
203,type,"View Type",ir.ui.view,15,selection,,No,No,Yes
22379,visibility,"Visibility",ir.ui.view,15,selection,,No,No,Yes
22380,visibility_password,"Visibility Password",ir.ui.view,15,char,,No,No,Yes
22381,visibility_password_display,"Visibility Password Display",ir.ui.view,15,char,,No,No,No
22375,website_id,"Website",ir.ui.view,15,many2one,website,No,No,Yes
22371,website_meta_description,"Website meta description",ir.ui.view,15,text,,No,No,Yes
22372,website_meta_keywords,"Website meta keywords",ir.ui.view,15,char,,No,No,Yes
22373,website_meta_og_img,"Website opengraph image",ir.ui.view,15,char,,No,No,Yes
22370,website_meta_title,"Website meta title",ir.ui.view,15,char,,No,No,Yes
224,write_date,"Last Updated on",ir.ui.view,15,datetime,,No,Yes,Yes
223,write_uid,"Last Updated by",ir.ui.view,15,many2one,res.users,No,Yes,Yes
214,xml_id,"External ID",ir.ui.view,15,char,,No,Yes,No
191,arch,"View Architecture",ir.ui.view.custom,14,text,,Yes,No,Yes
195,create_date,"Created on",ir.ui.view.custom,14,datetime,,No,Yes,Yes
194,create_uid,"Created by",ir.ui.view.custom,14,many2one,res.users,No,Yes,Yes
193,display_name,"Display Name",ir.ui.view.custom,14,char,,No,Yes,No
192,id,"ID",ir.ui.view.custom,14,integer,,No,Yes,Yes
189,ref_id,"Original View",ir.ui.view.custom,14,many2one,ir.ui.view,Yes,No,Yes
190,user_id,"User",ir.ui.view.custom,14,many2one,res.users,Yes,No,Yes
197,write_date,"Last Updated on",ir.ui.view.custom,14,datetime,,No,Yes,Yes
196,write_uid,"Last Updated by",ir.ui.view.custom,14,many2one,res.users,No,Yes,Yes
21277,active,"Active",lead.closemonth,1299,boolean,,No,No,Yes
21283,create_date,"Created on",lead.closemonth,1299,datetime,,No,Yes,Yes
21282,create_uid,"Created by",lead.closemonth,1299,many2one,res.users,No,Yes,Yes
21281,display_name,"Display Name",lead.closemonth,1299,char,,No,Yes,No
21280,id,"ID",lead.closemonth,1299,integer,,No,Yes,Yes
21279,month,"Month",lead.closemonth,1299,selection,,No,No,Yes
21275,name,"Name",lead.closemonth,1299,char,,No,Yes,No
21276,sequence,"Sequence",lead.closemonth,1299,integer,,No,No,Yes
21285,write_date,"Last Updated on",lead.closemonth,1299,datetime,,No,Yes,Yes
21284,write_uid,"Last Updated by",lead.closemonth,1299,many2one,res.users,No,Yes,Yes
21278,year,"Year",lead.closemonth,1299,integer,,No,No,Yes
16476,absolute_url,"Absolute URL",link.tracker,802,char,,No,Yes,No
15559,campaign_id,"Campaign",link.tracker,802,many2one,utm.campaign,No,No,Yes
15570,code,"Short URL code",link.tracker,802,char,,No,Yes,No
15572,count,"Number of Clicks",link.tracker,802,integer,,No,Yes,Yes
15576,create_date,"Created on",link.tracker,802,datetime,,No,Yes,Yes
15575,create_uid,"Created by",link.tracker,802,many2one,res.users,No,Yes,Yes
15574,display_name,"Display Name",link.tracker,802,char,,No,Yes,No
15573,id,"ID",link.tracker,802,integer,,No,Yes,Yes
16477,label,"Button label",link.tracker,802,char,,No,No,Yes
15571,link_click_ids,"Clicks",link.tracker,802,one2many,link.tracker.click,No,No,Yes
15569,link_code_ids,"Codes",link.tracker,802,one2many,link.tracker.code,No,No,Yes
15601,mass_mailing_id,"Mass Mailing",link.tracker,802,many2one,mailing.mailing,No,No,Yes
15561,medium_id,"Medium",link.tracker,802,many2one,utm.medium,No,No,Yes
15564,redirected_url,"Redirected URL",link.tracker,802,char,,No,Yes,No
15563,short_url,"Tracked URL",link.tracker,802,char,,No,Yes,No
15565,short_url_host,"Host of the short URL",link.tracker,802,char,,No,Yes,No
15560,source_id,"Source",link.tracker,802,many2one,utm.source,No,No,Yes
15566,title,"Page Title",link.tracker,802,char,,No,No,Yes
15562,url,"Target URL",link.tracker,802,char,,Yes,No,Yes
15578,write_date,"Last Updated on",link.tracker,802,datetime,,No,Yes,Yes
15577,write_uid,"Last Updated by",link.tracker,802,many2one,res.users,No,Yes,Yes
15589,campaign_id,"UTM Campaign",link.tracker.click,804,many2one,utm.campaign,No,Yes,Yes
15592,country_id,"Country",link.tracker.click,804,many2one,res.country,No,No,Yes
15596,create_date,"Created on",link.tracker.click,804,datetime,,No,Yes,Yes
15595,create_uid,"Created by",link.tracker.click,804,many2one,res.users,No,Yes,Yes
15594,display_name,"Display Name",link.tracker.click,804,char,,No,Yes,No
15593,id,"ID",link.tracker.click,804,integer,,No,Yes,Yes
15591,ip,"Internet Protocol",link.tracker.click,804,char,,No,No,Yes
15590,link_id,"Link",link.tracker.click,804,many2one,link.tracker,Yes,No,Yes
15602,mailing_trace_id,"Mail Statistics",link.tracker.click,804,many2one,mailing.trace,No,No,Yes
15603,mass_mailing_id,"Mass Mailing",link.tracker.click,804,many2one,mailing.mailing,No,No,Yes
15598,write_date,"Last Updated on",link.tracker.click,804,datetime,,No,Yes,Yes
15597,write_uid,"Last Updated by",link.tracker.click,804,many2one,res.users,No,Yes,Yes
15580,code,"Short URL Code",link.tracker.code,803,char,,Yes,No,Yes
15585,create_date,"Created on",link.tracker.code,803,datetime,,No,Yes,Yes
15584,create_uid,"Created by",link.tracker.code,803,many2one,res.users,No,Yes,Yes
15583,display_name,"Display Name",link.tracker.code,803,char,,No,Yes,No
15582,id,"ID",link.tracker.code,803,integer,,No,Yes,Yes
15581,link_id,"Link",link.tracker.code,803,many2one,link.tracker,Yes,No,Yes
15587,write_date,"Last Updated on",link.tracker.code,803,datetime,,No,Yes,Yes
15586,write_uid,"Last Updated by",link.tracker.code,803,many2one,res.users,No,Yes,Yes
46035,activity_calendar_event_id,"Next Activity Calendar Event",lost.message.parent,1194,many2one,calendar.event,No,Yes,No
18988,activity_date_deadline,"Next Activity Deadline",lost.message.parent,1194,date,,No,Yes,No
18991,activity_exception_decoration,"Activity Exception Decoration",lost.message.parent,1194,selection,,No,Yes,No
18992,activity_exception_icon,"Icon",lost.message.parent,1194,char,,No,Yes,No
18983,activity_ids,"Activities",lost.message.parent,1194,one2many,mail.activity,No,No,Yes
18984,activity_state,"Activity State",lost.message.parent,1194,selection,,No,Yes,No
18990,activity_summary,"Next Activity Summary",lost.message.parent,1194,char,,No,No,No
18987,activity_type_icon,"Activity Type Icon",lost.message.parent,1194,char,,No,Yes,No
18986,activity_type_id,"Next Activity Type",lost.message.parent,1194,many2one,mail.activity.type,No,No,No
18985,activity_user_id,"Responsible User",lost.message.parent,1194,many2one,res.users,No,Yes,No
19009,create_date,"Created on",lost.message.parent,1194,datetime,,No,Yes,Yes
19008,create_uid,"Created by",lost.message.parent,1194,many2one,res.users,No,Yes,Yes
19007,display_name,"Display Name",lost.message.parent,1194,char,,No,Yes,No
46019,has_message,"Has Message",lost.message.parent,1194,boolean,,No,Yes,No
19006,id,"ID",lost.message.parent,1194,integer,,No,Yes,Yes
19004,message_attachment_count,"Attachment Count",lost.message.parent,1194,integer,,No,Yes,No
18996,message_channel_ids,"Followers (Channels)",lost.message.parent,1194,many2many,discuss.channel,No,Yes,No
18994,message_follower_ids,"Followers",lost.message.parent,1194,one2many,mail.followers,No,No,Yes
19002,message_has_error,"Message Delivery error",lost.message.parent,1194,boolean,,No,Yes,No
19003,message_has_error_counter,"Number of errors",lost.message.parent,1194,integer,,No,Yes,No
19017,message_has_sms_error,"SMS Delivery error",lost.message.parent,1194,boolean,,No,Yes,No
18997,message_ids,"Messages",lost.message.parent,1194,one2many,mail.message,No,No,Yes
18993,message_is_follower,"Is Follower",lost.message.parent,1194,boolean,,No,Yes,No
19005,message_main_attachment_id,"Main Attachment",lost.message.parent,1194,many2one,ir.attachment,No,No,Yes
19000,message_needaction,"Action Needed",lost.message.parent,1194,boolean,,No,Yes,No
19001,message_needaction_counter,"Number of Actions",lost.message.parent,1194,integer,,No,Yes,No
18995,message_partner_ids,"Followers (Partners)",lost.message.parent,1194,many2many,res.partner,No,No,No
18998,message_unread,"Unread Messages",lost.message.parent,1194,boolean,,No,Yes,No
18999,message_unread_counter,"Unread Messages Counter",lost.message.parent,1194,integer,,No,Yes,No
18989,my_activity_date_deadline,"My Activity Deadline",lost.message.parent,1194,date,,No,Yes,No
18982,name,"Name",lost.message.parent,1194,char,,No,No,Yes
47450,rating_ids,"Ratings",lost.message.parent,1194,one2many,rating.rating,No,No,Yes
19016,website_message_ids,"Website Messages",lost.message.parent,1194,one2many,mail.message,No,No,Yes
19011,write_date,"Last Updated on",lost.message.parent,1194,datetime,,No,Yes,Yes
19010,write_uid,"Last Updated by",lost.message.parent,1194,many2one,res.users,No,Yes,Yes
28995,create_date,"Created on",lot.label.layout,1738,datetime,,No,Yes,Yes
28994,create_uid,"Created by",lot.label.layout,1738,many2one,res.users,No,Yes,Yes
28993,display_name,"Display Name",lot.label.layout,1738,char,,No,Yes,No
28991,id,"ID",lot.label.layout,1738,integer,,No,Yes,Yes
28989,label_quantity,"Quantity to print",lot.label.layout,1738,selection,,Yes,No,Yes
38088,move_line_ids,"Move Line",lot.label.layout,1738,many2many,stock.move.line,No,No,Yes
28990,print_format,"Format",lot.label.layout,1738,selection,,Yes,No,Yes
28997,write_date,"Last Updated on",lot.label.layout,1738,datetime,,No,Yes,Yes
28996,write_uid,"Last Updated by",lot.label.layout,1738,many2one,res.users,No,Yes,Yes
32081,active,"Active",mail.activity,154,boolean,,No,No,Yes
1962,activity_category,"Action",mail.activity,154,selection,,No,Yes,No
1963,activity_decoration,"Decoration Type",mail.activity,154,selection,,No,Yes,No
1961,activity_type_id,"Activity Type",mail.activity,154,many2one,mail.activity.type,No,No,Yes
32071,attachment_ids,"Attachments",mail.activity,154,many2many,ir.attachment,No,No,Yes
1968,automated,"Automated activity",mail.activity,154,boolean,,No,Yes,Yes
2683,calendar_event_id,"Calendar Meeting",mail.activity,154,many2one,calendar.event,No,No,Yes
1976,can_write,"Can Write",mail.activity,154,boolean,,No,Yes,No
24786,chaining_type,"Chaining Type",mail.activity,154,selection,,No,Yes,No
1980,create_date,"Created on",mail.activity,154,datetime,,No,Yes,Yes
1979,create_uid,"Created by",mail.activity,154,many2one,res.users,No,Yes,Yes
1967,date_deadline,"Due Date",mail.activity,154,date,,Yes,No,Yes
32069,date_done,"Done Date",mail.activity,154,date,,No,Yes,Yes
1978,display_name,"Display Name",mail.activity,154,char,,No,Yes,No
1973,has_recommended_activities,"Next activities available",mail.activity,154,boolean,,No,Yes,No
1964,icon,"Icon",mail.activity,154,char,,No,Yes,No
1977,id,"ID",mail.activity,154,integer,,No,Yes,Yes
1974,mail_template_ids,"Email templates",mail.activity,154,many2many,mail.template,No,Yes,No
1966,note,"Note",mail.activity,154,html,,No,No,Yes
1972,previous_activity_type_id,"Previous Activity Type",mail.activity,154,many2one,mail.activity.type,No,Yes,Yes
1971,recommended_activity_type_id,"Recommended Activity Type",mail.activity,154,many2one,mail.activity.type,No,No,Yes
16280,request_partner_id,"Requesting Partner",mail.activity,154,many2one,res.partner,No,No,Yes
1959,res_id,"Related Document ID",mail.activity,154,many2one_reference,,No,No,Yes
1958,res_model,"Related Document Model",mail.activity,154,char,,No,Yes,Yes
1957,res_model_id,"Document Model",mail.activity,154,many2one,ir.model,Yes,No,Yes
1960,res_name,"Document Name",mail.activity,154,char,,No,Yes,Yes
23490,resource_ref,"Move Task To",mail.activity,154,reference,,No,No,Yes
1970,state,"State",mail.activity,154,selection,,No,Yes,No
1965,summary,"Summary",mail.activity,154,char,,No,No,Yes
1969,user_id,"Assigned to",mail.activity,154,many2one,res.users,Yes,No,Yes
1982,write_date,"Last Updated on",mail.activity,154,datetime,,No,Yes,Yes
1981,write_uid,"Last Updated by",mail.activity,154,many2one,res.users,No,Yes,Yes
24979,activity_calendar_event_id,"Next Activity Calendar Event",mail.activity.mixin,155,many2one,calendar.event,No,Yes,No
1988,activity_date_deadline,"Next Activity Deadline",mail.activity.mixin,155,date,,No,Yes,No
1990,activity_exception_decoration,"Activity Exception Decoration",mail.activity.mixin,155,selection,,No,Yes,No
1991,activity_exception_icon,"Icon",mail.activity.mixin,155,char,,No,Yes,No
1984,activity_ids,"Activities",mail.activity.mixin,155,one2many,mail.activity,No,No,Yes
1985,activity_state,"Activity State",mail.activity.mixin,155,selection,,No,Yes,No
1989,activity_summary,"Next Activity Summary",mail.activity.mixin,155,char,,No,No,No
16281,activity_type_icon,"Activity Type Icon",mail.activity.mixin,155,char,,No,Yes,No
1987,activity_type_id,"Next Activity Type",mail.activity.mixin,155,many2one,mail.activity.type,No,No,No
1986,activity_user_id,"Responsible User",mail.activity.mixin,155,many2one,res.users,No,Yes,No
16282,my_activity_date_deadline,"My Activity Deadline",mail.activity.mixin,155,date,,No,Yes,No
32091,active,"Active",mail.activity.plan,1855,boolean,,No,No,Yes
32095,assignation_summary,"Plan Summary",mail.activity.plan,1855,html,,No,Yes,No
32089,company_id,"Company",mail.activity.plan,1855,many2one,res.company,No,No,Yes
32100,create_date,"Created on",mail.activity.plan,1855,datetime,,No,Yes,Yes
32099,create_uid,"Created by",mail.activity.plan,1855,many2one,res.users,No,Yes,Yes
34413,department_id,"Department",mail.activity.plan,1855,many2one,hr.department,No,No,Yes
32098,display_name,"Display Name",mail.activity.plan,1855,char,,No,Yes,No
32096,has_user_on_demand,"Has on demand responsible",mail.activity.plan,1855,boolean,,No,Yes,No
32097,id,"ID",mail.activity.plan,1855,integer,,No,Yes,Yes
32088,name,"Name",mail.activity.plan,1855,char,,Yes,No,Yes
32093,res_model,"Model",mail.activity.plan,1855,selection,,Yes,No,Yes
32092,res_model_id,"Applies to",mail.activity.plan,1855,many2one,ir.model,Yes,No,Yes
32094,steps_count,"Steps Count",mail.activity.plan,1855,integer,,No,Yes,No
32090,template_ids,"Activities",mail.activity.plan,1855,one2many,mail.activity.plan.template,No,No,Yes
32102,write_date,"Last Updated on",mail.activity.plan,1855,datetime,,No,Yes,Yes
32101,write_uid,"Last Updated by",mail.activity.plan,1855,many2one,res.users,No,Yes,Yes
32107,activity_type_id,"Activity Type",mail.activity.plan.template,1856,many2one,mail.activity.type,Yes,No,Yes
32105,company_id,"Company",mail.activity.plan.template,1856,many2one,res.company,No,Yes,No
32115,create_date,"Created on",mail.activity.plan.template,1856,datetime,,No,Yes,Yes
32114,create_uid,"Created by",mail.activity.plan.template,1856,many2one,res.users,No,Yes,Yes
32113,display_name,"Display Name",mail.activity.plan.template,1856,char,,No,Yes,No
32112,id,"ID",mail.activity.plan.template,1856,integer,,No,Yes,Yes
32111,note,"Note",mail.activity.plan.template,1856,html,,No,No,Yes
32103,plan_id,"Plan",mail.activity.plan.template,1856,many2one,mail.activity.plan,Yes,No,Yes
32104,res_model,"Model",mail.activity.plan.template,1856,selection,,No,Yes,No
32110,responsible_id,"Assigned to",mail.activity.plan.template,1856,many2one,res.users,No,No,Yes
32109,responsible_type,"Assignment",mail.activity.plan.template,1856,selection,,Yes,No,Yes
32106,sequence,"Sequence",mail.activity.plan.template,1856,integer,,No,No,Yes
32108,summary,"Summary",mail.activity.plan.template,1856,char,,No,No,Yes
32117,write_date,"Last Updated on",mail.activity.plan.template,1856,datetime,,No,Yes,Yes
32116,write_uid,"Last Updated by",mail.activity.plan.template,1856,many2one,res.users,No,Yes,Yes
32710,activity_category,"Action",mail.activity.schedule,1877,selection,,No,Yes,No
32709,activity_type_id,"Activity Type",mail.activity.schedule,1877,many2one,mail.activity.type,No,No,Yes
32714,activity_user_id,"Assigned to",mail.activity.schedule,1877,many2one,res.users,No,No,Yes
32715,chaining_type,"Chaining Type",mail.activity.schedule,1877,selection,,No,Yes,No
32700,company_id,"Company",mail.activity.schedule,1877,many2one,res.company,Yes,Yes,No
32719,create_date,"Created on",mail.activity.schedule,1877,datetime,,No,Yes,Yes
32718,create_uid,"Created by",mail.activity.schedule,1877,many2one,res.users,No,Yes,Yes
32711,date_deadline,"Due Date",mail.activity.schedule,1877,date,,No,No,Yes
34501,department_id,"Department",mail.activity.schedule,1877,many2one,hr.department,No,Yes,No
32717,display_name,"Display Name",mail.activity.schedule,1877,char,,No,Yes,No
32701,error,"Error",mail.activity.schedule,1877,html,,No,Yes,No
32702,has_error,"Has Error",mail.activity.schedule,1877,boolean,,No,Yes,No
32716,id,"ID",mail.activity.schedule,1877,integer,,No,Yes,Yes
32699,is_batch_mode,"Use in batch",mail.activity.schedule,1877,boolean,,No,Yes,No
32713,note,"Note",mail.activity.schedule,1877,html,,No,No,Yes
32706,plan_assignation_summary,"Plan Summary",mail.activity.schedule,1877,html,,No,Yes,No
32703,plan_available_ids,"Plan Available",mail.activity.schedule,1877,many2many,mail.activity.plan,No,Yes,Yes
32708,plan_date_deadline,"Plan Date",mail.activity.schedule,1877,date,,No,No,Yes
32705,plan_has_user_on_demand,"Has on demand responsible",mail.activity.schedule,1877,boolean,,No,Yes,No
32704,plan_id,"Plan",mail.activity.schedule,1877,many2one,mail.activity.plan,No,No,Yes
32707,plan_on_demand_user_id,"Assigned To",mail.activity.schedule,1877,many2one,res.users,No,No,Yes
32698,res_ids,"Document IDs",mail.activity.schedule,1877,text,,No,Yes,Yes
32697,res_model,"Model",mail.activity.schedule,1877,char,,Yes,Yes,Yes
32696,res_model_id,"Applies to",mail.activity.schedule,1877,many2one,ir.model,Yes,No,Yes
32712,summary,"Summary",mail.activity.schedule,1877,char,,No,No,Yes
32721,write_date,"Last Updated on",mail.activity.schedule,1877,datetime,,No,Yes,Yes
32720,write_uid,"Last Updated by",mail.activity.schedule,1877,many2one,res.users,No,Yes,Yes
39515,create_date,"Created on",mail.activity.todo.create,1981,datetime,,No,Yes,Yes
39514,create_uid,"Created by",mail.activity.todo.create,1981,many2one,res.users,No,Yes,Yes
39509,date_deadline,"Due Date",mail.activity.todo.create,1981,date,,Yes,No,Yes
39513,display_name,"Display Name",mail.activity.todo.create,1981,char,,No,Yes,No
39512,id,"ID",mail.activity.todo.create,1981,integer,,No,Yes,Yes
39511,note,"Note",mail.activity.todo.create,1981,html,,No,No,Yes
39508,summary,"Summary",mail.activity.todo.create,1981,char,,No,No,Yes
39510,user_id,"Assigned to",mail.activity.todo.create,1981,many2one,res.users,Yes,Yes,Yes
39517,write_date,"Last Updated on",mail.activity.todo.create,1981,datetime,,No,Yes,Yes
39516,write_uid,"Last Updated by",mail.activity.todo.create,1981,many2one,res.users,No,Yes,Yes
1933,active,"Active",mail.activity.type,153,boolean,,No,No,Yes
1945,category,"Action",mail.activity.type,153,selection,,No,No,Yes
24780,chaining_type,"Chaining Type",mail.activity.type,153,selection,,Yes,No,Yes
1953,create_date,"Created on",mail.activity.type,153,datetime,,No,Yes,Yes
1934,create_uid,"Create Uid",mail.activity.type,153,many2one,res.users,No,No,Yes
1939,decoration_type,"Decoration Type",mail.activity.type,153,selection,,No,No,Yes
1948,default_note,"Default Note",mail.activity.type,153,html,,No,No,Yes
1947,default_user_id,"Default User",mail.activity.type,153,many2one,res.users,No,No,Yes
1935,delay_count,"Schedule",mail.activity.type,153,integer,,No,No,Yes
1937,delay_from,"Delay Type",mail.activity.type,153,selection,,Yes,No,Yes
16274,delay_label,"Delay Label",mail.activity.type,153,char,,No,Yes,No
1936,delay_unit,"Delay units",mail.activity.type,153,selection,,Yes,No,Yes
1952,display_name,"Display Name",mail.activity.type,153,char,,No,Yes,No
15851,folder_id,"Folder",mail.activity.type,153,many2one,documents.folder,No,No,Yes
1938,icon,"Icon",mail.activity.type,153,char,,No,No,Yes
1951,id,"ID",mail.activity.type,153,integer,,No,Yes,Yes
24784,initial_res_model,"Initial model",mail.activity.type,153,selection,,No,Yes,No
32047,keep_done,"Keep Done",mail.activity.type,153,boolean,,No,No,Yes
1946,mail_template_ids,"Email templates",mail.activity.type,153,many2many,mail.template,No,No,Yes
1930,name,"Name",mail.activity.type,153,char,,Yes,No,Yes
1944,previous_type_ids,"Preceding Activities",mail.activity.type,153,many2many,mail.activity.type,No,No,Yes
24778,res_model,"Model",mail.activity.type,153,selection,,No,No,Yes
1950,res_model_change,"Model has change",mail.activity.type,153,boolean,,No,No,No
1932,sequence,"Sequence",mail.activity.type,153,integer,,No,No,Yes
1943,suggested_next_type_ids,"Suggest",mail.activity.type,153,many2many,mail.activity.type,No,No,Yes
1931,summary,"Default Summary",mail.activity.type,153,char,,No,No,Yes
15850,tag_ids,"Tag",mail.activity.type,153,many2many,documents.tag,No,No,Yes
1941,triggered_next_type_id,"Trigger",mail.activity.type,153,many2one,mail.activity.type,No,No,Yes
1955,write_date,"Last Updated on",mail.activity.type,153,datetime,,No,Yes,Yes
1954,write_uid,"Last Updated by",mail.activity.type,153,many2one,res.users,No,Yes,Yes
10651,x_studio_field_Oy8bw,"New Date & Time",mail.activity.type,153,datetime,,No,No,Yes
10799,x_studio_field_feEIw,"New Checkbox",mail.activity.type,153,boolean,,No,No,Yes
12583,x_studio_g1,"G1",mail.activity.type,153,char,,No,No,Yes
16248,alias_bounced_content,"Custom Bounced Message",mail.alias,148,html,,No,No,Yes
1843,alias_contact,"Alias Contact Security",mail.alias,148,selection,,Yes,No,Yes
1838,alias_defaults,"Default Values",mail.alias,148,text,,Yes,No,Yes
1840,alias_domain,"Alias domain name",mail.alias,148,char,,No,Yes,No
31881,alias_domain_id,"Alias Domain",mail.alias,148,many2one,mail.alias.domain,No,No,Yes
1839,alias_force_thread_id,"Record Thread ID",mail.alias,148,integer,,No,No,Yes
31879,alias_full_name,"Alias Email",mail.alias,148,char,,No,Yes,Yes
31889,alias_incoming_local,"Local-part based incoming detection",mail.alias,148,boolean,,No,No,Yes
1836,alias_model_id,"Aliased Model",mail.alias,148,many2one,ir.model,Yes,No,Yes
1835,alias_name,"Alias Name",mail.alias,148,char,,No,No,Yes
1841,alias_parent_model_id,"Parent Model",mail.alias,148,many2one,ir.model,No,No,Yes
1842,alias_parent_thread_id,"Parent Record Thread ID",mail.alias,148,integer,,No,No,Yes
31891,alias_status,"Alias Status",mail.alias,148,selection,,No,Yes,Yes
1847,create_date,"Created on",mail.alias,148,datetime,,No,Yes,Yes
1846,create_uid,"Created by",mail.alias,148,many2one,res.users,No,Yes,Yes
1845,display_name,"Display Name",mail.alias,148,char,,No,Yes,No
1844,id,"ID",mail.alias,148,integer,,No,Yes,Yes
1849,write_date,"Last Updated on",mail.alias,148,datetime,,No,Yes,Yes
1848,write_uid,"Last Updated by",mail.alias,148,many2one,res.users,No,Yes,Yes
31900,bounce_alias,"Bounce Alias",mail.alias.domain,1846,char,,Yes,No,Yes
