ID,Field Name,Label,Model,Model ID,Type,Relation,Required,Readonly,Stored
28105,account_type,"Type",account.account,292,selection,,Yes,No,Yes
51561,activity_calendar_event_id,"Next Activity Calendar Event",account.account,292,many2one,calendar.event,No,Yes,No
51556,activity_date_deadline,"Next Activity Deadline",account.account,292,date,,No,Yes,No
51559,activity_exception_decoration,"Activity Exception Decoration",account.account,292,selection,,No,Yes,No
51560,activity_exception_icon,"Icon",account.account,292,char,,No,Yes,No
51551,activity_ids,"Activities",account.account,292,one2many,mail.activity,No,No,Yes
51552,activity_state,"Activity State",account.account,292,selection,,No,Yes,No
51558,activity_summary,"Next Activity Summary",account.account,292,char,,No,No,No
51555,activity_type_icon,"Activity Type Icon",account.account,292,char,,No,Yes,No
51554,activity_type_id,"Next Activity Type",account.account,292,many2one,mail.activity.type,No,No,No
51553,activity_user_id,"Responsible User",account.account,292,many2one,res.users,No,Yes,No
16689,allowed_journal_ids,"Allowed Journals",account.account,292,many2many,account.journal,No,No,Yes
7641,asset_model,"Asset Model",account.account,292,many2one,account.asset,No,No,Yes
7643,can_create_asset,"Can Create Asset",account.account,292,boolean,,No,Yes,No
5014,code,"Code",account.account,292,char,,Yes,No,Yes
28102,company_currency_id,"Currency",account.account,292,many2one,res.currency,No,Yes,No
5023,company_id,"Company",account.account,292,many2one,res.company,Yes,No,Yes
7642,create_asset,"Create Asset",account.account,292,selection,,Yes,No,Yes
5032,create_date,"Created on",account.account,292,datetime,,No,Yes,Yes
5031,create_uid,"Created by",account.account,292,many2one,res.users,No,Yes,Yes
5013,currency_id,"Account Currency",account.account,292,many2one,res.currency,No,No,Yes
25633,current_balance,"Current Balance",account.account,292,float,,No,Yes,No
5015,deprecated,"Deprecated",account.account,292,boolean,,No,No,Yes
5030,display_name,"Display Name",account.account,292,char,,No,Yes,No
18216,exclude_provision_currency_ids,"Exclude Provision Currency",account.account,292,many2many,res.currency,No,No,Yes
7644,form_view_ref,"Form View Ref",account.account,292,char,,No,Yes,No
5025,group_id,"Group",account.account,292,many2one,account.group,No,Yes,Yes
25614,has_message,"Has Message",account.account,292,boolean,,No,Yes,No
5029,id,"ID",account.account,292,integer,,No,Yes,Yes
28106,include_initial_balance,"Bring Accounts Balance Forward",account.account,292,boolean,,No,Yes,Yes
5019,internal_group,"Internal Group",account.account,292,selection,,No,Yes,Yes
25621,message_attachment_count,"Attachment Count",account.account,292,integer,,No,Yes,No
25611,message_follower_ids,"Followers",account.account,292,one2many,mail.followers,No,No,Yes
25619,message_has_error,"Message Delivery error",account.account,292,boolean,,No,Yes,No
25620,message_has_error_counter,"Number of errors",account.account,292,integer,,No,Yes,No
25624,message_has_sms_error,"SMS Delivery error",account.account,292,boolean,,No,Yes,No
25613,message_ids,"Messages",account.account,292,one2many,mail.message,No,No,Yes
25610,message_is_follower,"Is Follower",account.account,292,boolean,,No,Yes,No
25617,message_needaction,"Action Needed",account.account,292,boolean,,No,Yes,No
25618,message_needaction_counter,"Number of Actions",account.account,292,integer,,No,Yes,No
25612,message_partner_ids,"Followers (Partners)",account.account,292,many2many,res.partner,No,No,No
18497,multiple_assets_per_line,"Multiple Assets per Line",account.account,292,boolean,,No,No,Yes
51557,my_activity_date_deadline,"My Activity Deadline",account.account,292,date,,No,Yes,No
5012,name,"Account Name",account.account,292,char,,Yes,No,Yes
28111,non_trade,"Non Trade",account.account,292,boolean,,No,No,Yes
5022,note,"Special Note",account.account,292,text,,No,No,Yes
16692,opening_balance,"Opening Balance",account.account,292,monetary,,No,No,No
5028,opening_credit,"Opening Credit",account.account,292,monetary,,No,No,No
5027,opening_debit,"Opening Debit",account.account,292,monetary,,No,No,No
41139,rating_ids,"Ratings",account.account,292,one2many,rating.rating,No,No,Yes
5020,reconcile,"Allow Reconciliation",account.account,292,boolean,,No,No,Yes
25634,related_taxes_amount,"Related Taxes Amount",account.account,292,integer,,No,Yes,No
5026,root_id,"Root",account.account,292,many2one,account.root,No,Yes,Yes
5024,tag_ids,"Tags",account.account,292,many2many,account.account.tag,No,No,Yes
5021,tax_ids,"Default Taxes",account.account,292,many2many,account.tax,No,No,Yes
5016,used,"Used",account.account,292,boolean,,No,Yes,No
25623,website_message_ids,"Website Messages",account.account,292,one2many,mail.message,No,No,Yes
5034,write_date,"Last Updated on",account.account,292,datetime,,No,Yes,Yes
5033,write_uid,"Last Updated by",account.account,292,many2one,res.users,No,Yes,Yes
4983,active,"Active",account.account.tag,290,boolean,,No,No,Yes
4981,applicability,"Applicability",account.account.tag,290,selection,,Yes,No,Yes
4982,color,"Color Index",account.account.tag,290,integer,,No,No,Yes
4986,country_id,"Country",account.account.tag,290,many2one,res.country,No,No,Yes
4990,create_date,"Created on",account.account.tag,290,datetime,,No,Yes,Yes
4989,create_uid,"Created by",account.account.tag,290,many2one,res.users,No,Yes,Yes
4988,display_name,"Display Name",account.account.tag,290,char,,No,Yes,No
4987,id,"ID",account.account.tag,290,integer,,No,Yes,Yes
4980,name,"Tag Name",account.account.tag,290,char,,Yes,No,Yes
4985,tax_negate,"Negate Tax Balance",account.account.tag,290,boolean,,No,No,Yes
4992,write_date,"Last Updated on",account.account.tag,290,datetime,,No,Yes,Yes
4991,write_uid,"Last Updated by",account.account.tag,290,many2one,res.users,No,Yes,Yes
25930,account_id,"Accrual Account",account.accrued.orders.wizard,1530,many2one,account.account,Yes,No,Yes
25928,amount,"Amount",account.accrued.orders.wizard,1530,monetary,,No,No,Yes
25924,company_id,"Company",account.accrued.orders.wizard,1530,many2one,res.company,No,No,Yes
25937,create_date,"Created on",account.accrued.orders.wizard,1530,datetime,,No,Yes,Yes
25936,create_uid,"Created by",account.accrued.orders.wizard,1530,many2one,res.users,No,Yes,Yes
25929,currency_id,"Company Currency",account.accrued.orders.wizard,1530,many2one,res.currency,No,Yes,Yes
25926,date,"Date",account.accrued.orders.wizard,1530,date,,Yes,No,Yes
25932,display_amount,"Display Amount",account.accrued.orders.wizard,1530,boolean,,No,Yes,No
25935,display_name,"Display Name",account.accrued.orders.wizard,1530,char,,No,Yes,No
25933,id,"ID",account.accrued.orders.wizard,1530,integer,,No,Yes,Yes
25925,journal_id,"Journal",account.accrued.orders.wizard,1530,many2one,account.journal,Yes,No,Yes
25931,preview_data,"Preview Data",account.accrued.orders.wizard,1530,text,,No,Yes,No
25927,reversal_date,"Reversal Date",account.accrued.orders.wizard,1530,date,,Yes,No,Yes
25939,write_date,"Last Updated on",account.accrued.orders.wizard,1530,datetime,,No,Yes,Yes
25938,write_uid,"Last Updated by",account.accrued.orders.wizard,1530,many2one,res.users,No,Yes,Yes
2514,active,"Active",account.analytic.account,177,boolean,,No,No,Yes
2519,balance,"Balance",account.analytic.account,177,monetary,,No,Yes,No
26975,bom_count,"BoM Count",account.analytic.account,177,integer,,No,Yes,No
26974,bom_ids,"Bom",account.analytic.account,177,many2many,mrp.bom,No,No,Yes
2513,code,"Reference",account.analytic.account,177,char,,No,No,Yes
27494,color,"Color Index",account.analytic.account,177,integer,,No,Yes,No
2517,company_id,"Company",account.analytic.account,177,many2one,res.company,No,No,Yes
2526,create_date,"Created on",account.analytic.account,177,datetime,,No,Yes,Yes
2525,create_uid,"Created by",account.analytic.account,177,many2one,res.users,No,Yes,Yes
2521,credit,"Credit",account.analytic.account,177,monetary,,No,Yes,No
8097,crossovered_budget_line,"Budget Lines",account.analytic.account,177,one2many,crossovered.budget.lines,No,No,Yes
2522,currency_id,"Currency",account.analytic.account,177,many2one,res.currency,No,Yes,No
2520,debit,"Debit",account.analytic.account,177,monetary,,No,Yes,No
2524,display_name,"Display Name",account.analytic.account,177,char,,No,Yes,No
24943,has_message,"Has Message",account.analytic.account,177,boolean,,No,Yes,No
2523,id,"ID",account.analytic.account,177,integer,,No,Yes,Yes
25870,invoice_count,"Invoice Count",account.analytic.account,177,integer,,No,Yes,No
2516,line_ids,"Analytic Lines",account.analytic.account,177,one2many,account.analytic.line,No,No,Yes
2510,message_attachment_count,"Attachment Count",account.analytic.account,177,integer,,No,Yes,No
2500,message_follower_ids,"Followers",account.analytic.account,177,one2many,mail.followers,No,No,Yes
2508,message_has_error,"Message Delivery error",account.analytic.account,177,boolean,,No,Yes,No
2509,message_has_error_counter,"Number of errors",account.analytic.account,177,integer,,No,Yes,No
3416,message_has_sms_error,"SMS Delivery error",account.analytic.account,177,boolean,,No,Yes,No
2503,message_ids,"Messages",account.analytic.account,177,one2many,mail.message,No,No,Yes
2499,message_is_follower,"Is Follower",account.analytic.account,177,boolean,,No,Yes,No
2506,message_needaction,"Action Needed",account.analytic.account,177,boolean,,No,Yes,No
2507,message_needaction_counter,"Number of Actions",account.analytic.account,177,integer,,No,Yes,No
2501,message_partner_ids,"Followers (Partners)",account.analytic.account,177,many2many,res.partner,No,No,No
2512,name,"Analytic Account",account.analytic.account,177,char,,Yes,No,Yes
2518,partner_id,"Customer",account.analytic.account,177,many2one,res.partner,No,No,Yes
2515,plan_id,"Plan",account.analytic.account,177,many2one,account.analytic.plan,Yes,No,Yes
26973,production_count,"Manufacturing Orders Count",account.analytic.account,177,integer,,No,Yes,No
26972,production_ids,"Production",account.analytic.account,177,many2many,mrp.production,No,No,Yes
8299,project_count,"Project Count",account.analytic.account,177,integer,,No,Yes,No
8298,project_ids,"Projects",account.analytic.account,177,one2many,project.project,No,No,Yes
26858,purchase_order_count,"Purchase Order Count",account.analytic.account,177,integer,,No,Yes,No
34003,rating_ids,"Ratings",account.analytic.account,177,one2many,rating.rating,No,No,Yes
27493,root_plan_id,"Root Plan",account.analytic.account,177,many2one,account.analytic.plan,No,Yes,Yes
26635,total_planned_amount,"Total Planned Amount",account.analytic.account,177,monetary,,No,Yes,No
43586,total_practical_amount,"Total Practical Amount",account.analytic.account,177,monetary,,No,Yes,No
25871,vendor_bill_count,"Vendor Bill Count",account.analytic.account,177,integer,,No,Yes,No
3276,website_message_ids,"Website Messages",account.analytic.account,177,one2many,mail.message,No,No,Yes
26976,workcenter_ids,"Workcenter",account.analytic.account,177,many2many,mrp.workcenter,No,No,Yes
26977,workorder_count,"Work Order Count",account.analytic.account,177,integer,,No,Yes,No
2528,write_date,"Last Updated on",account.analytic.account,177,datetime,,No,Yes,Yes
2527,write_uid,"Last Updated by",account.analytic.account,177,many2one,res.users,No,Yes,Yes
28399,account_prefix,"Financial Accounts Prefix",account.analytic.applicability,1658,char,,No,No,Yes
27478,analytic_plan_id,"Analytic Plan",account.analytic.applicability,1658,many2one,account.analytic.plan,No,No,Yes
27480,applicability,"Applicability",account.analytic.applicability,1658,selection,,Yes,No,Yes
27479,business_domain,"Domain",account.analytic.applicability,1658,selection,,Yes,No,Yes
32869,company_id,"Company",account.analytic.applicability,1658,many2one,res.company,No,No,Yes
27485,create_date,"Created on",account.analytic.applicability,1658,datetime,,No,Yes,Yes
27484,create_uid,"Created by",account.analytic.applicability,1658,many2one,res.users,No,Yes,Yes
42118,display_account_prefix,"Display Account Prefix",account.analytic.applicability,1658,boolean,,No,Yes,No
27483,display_name,"Display Name",account.analytic.applicability,1658,char,,No,Yes,No
27481,id,"ID",account.analytic.applicability,1658,integer,,No,Yes,Yes
28400,product_categ_id,"Product Category",account.analytic.applicability,1658,many2one,product.category,No,No,Yes
27487,write_date,"Last Updated on",account.analytic.applicability,1658,datetime,,No,Yes,Yes
27486,write_uid,"Last Updated by",account.analytic.applicability,1658,many2one,res.users,No,Yes,Yes
28396,account_prefix,"Accounts Prefix",account.analytic.distribution.model,1661,char,,No,No,Yes
27500,analytic_distribution,"Analytic Distribution",account.analytic.distribution.model,1661,json,,No,No,Yes
27501,analytic_distribution_search,"Analytic Distribution Search",account.analytic.distribution.model,1661,json,,No,No,No
27502,analytic_precision,"Analytic Precision",account.analytic.distribution.model,1661,integer,,No,No,No
27505,company_id,"Company",account.analytic.distribution.model,1661,many2one,res.company,No,No,Yes
27510,create_date,"Created on",account.analytic.distribution.model,1661,datetime,,No,Yes,Yes
27509,create_uid,"Created by",account.analytic.distribution.model,1661,many2one,res.users,No,Yes,Yes
27508,display_name,"Display Name",account.analytic.distribution.model,1661,char,,No,Yes,No
52261,distribution_analytic_account_ids,"Distribution Analytic Account",account.analytic.distribution.model,1661,many2many,account.analytic.account,No,Yes,No
27506,id,"ID",account.analytic.distribution.model,1661,integer,,No,Yes,Yes
27504,partner_category_id,"Partner Category",account.analytic.distribution.model,1661,many2one,res.partner.category,No,No,Yes
27503,partner_id,"Partner",account.analytic.distribution.model,1661,many2one,res.partner,No,No,Yes
28398,product_categ_id,"Product Category",account.analytic.distribution.model,1661,many2one,product.category,No,No,Yes
28397,product_id,"Product",account.analytic.distribution.model,1661,many2one,product.product,No,No,Yes
27512,write_date,"Last Updated on",account.analytic.distribution.model,1661,datetime,,No,Yes,Yes
27511,write_uid,"Last Updated by",account.analytic.distribution.model,1661,many2one,res.users,No,Yes,Yes
2536,account_id,"Project Account",account.analytic.line,178,many2one,account.analytic.account,No,No,Yes
44622,allowed_so_line_ids,"Allowed So Line",account.analytic.line,178,many2many,sale.order.line,No,Yes,No
2532,amount,"Amount",account.analytic.line,178,monetary,,Yes,No,Yes
32912,auto_account_id,"Analytic Account",account.analytic.line,178,many2one,account.analytic.account,No,No,No
24945,category,"Category",account.analytic.line,178,selection,,No,No,Yes
5827,code,"Code",account.analytic.line,178,char,,No,No,Yes
2540,company_id,"Company",account.analytic.line,178,many2one,res.company,Yes,Yes,Yes
2546,create_date,"Created on",account.analytic.line,178,datetime,,No,Yes,Yes
2545,create_uid,"Created by",account.analytic.line,178,many2one,res.users,No,Yes,Yes
2541,currency_id,"Currency",account.analytic.line,178,many2one,res.currency,No,Yes,Yes
2531,date,"Date",account.analytic.line,178,date,,Yes,No,Yes
2544,display_name,"Display Name",account.analytic.line,178,char,,No,Yes,No
30111,employee_id,"Employee",account.analytic.line,178,many2one,hr.employee,No,No,Yes
5825,general_account_id,"Financial Account",account.analytic.line,178,many2one,account.account,No,No,Yes
2543,id,"ID",account.analytic.line,178,integer,,No,Yes,Yes
28402,journal_id,"Financial Journal",account.analytic.line,178,many2one,account.journal,No,Yes,Yes
5826,move_line_id,"Journal Item",account.analytic.line,178,many2one,account.move.line,No,No,Yes
2530,name,"Description",account.analytic.line,178,char,,Yes,No,Yes
2537,partner_id,"Partner",account.analytic.line,178,many2one,res.partner,No,No,Yes
5824,product_id,"Product",account.analytic.line,178,many2one,product.product,No,No,Yes
2535,product_uom_category_id,"UoM Category",account.analytic.line,178,many2one,uom.category,No,Yes,No
2534,product_uom_id,"Unit of Measure",account.analytic.line,178,many2one,uom.uom,No,No,Yes
5828,ref,"Ref.",account.analytic.line,178,char,,No,No,Yes
7337,so_line,"Sales Order Item",account.analytic.line,178,many2one,sale.order.line,No,No,Yes
2533,unit_amount,"Quantity",account.analytic.line,178,float,,No,No,Yes
2538,user_id,"User",account.analytic.line,178,many2one,res.users,No,No,Yes
22136,user_type_id,"Type",account.analytic.line,178,many2one,_unknown,Yes,No,Yes
2548,write_date,"Last Updated on",account.analytic.line,178,datetime,,No,Yes,Yes
2547,write_uid,"Last Updated by",account.analytic.line,178,many2one,res.users,No,Yes,Yes
32842,x_plan34_id,"Internal Projects",account.analytic.line,178,many2one,account.analytic.account,No,No,Yes
32843,x_plan35_id,"Default upg",account.analytic.line,178,many2one,account.analytic.account,No,No,Yes
32844,x_plan36_id,"Former Tag",account.analytic.line,178,many2one,account.analytic.account,No,No,Yes
32943,x_plan37_id,"Projects",account.analytic.line,178,many2one,account.analytic.account,No,No,Yes
27473,account_count,"Analytic Accounts Count",account.analytic.plan,176,integer,,No,Yes,No
27472,account_ids,"Accounts",account.analytic.plan,176,one2many,account.analytic.account,No,No,Yes
27474,all_account_count,"All Analytic Accounts Count",account.analytic.plan,176,integer,,No,Yes,No
27477,applicability_ids,"Applicability",account.analytic.plan,176,one2many,account.analytic.applicability,No,No,Yes
27471,children_count,"Children Plans Count",account.analytic.plan,176,integer,,No,Yes,No
2489,children_ids,"Childrens",account.analytic.plan,176,one2many,account.analytic.plan,No,No,Yes
27475,color,"Color",account.analytic.plan,176,integer,,No,No,Yes
2490,complete_name,"Complete Name",account.analytic.plan,176,char,,No,Yes,Yes
2495,create_date,"Created on",account.analytic.plan,176,datetime,,No,Yes,Yes
2494,create_uid,"Created by",account.analytic.plan,176,many2one,res.users,No,Yes,Yes
27476,default_applicability,"Default Applicability",account.analytic.plan,176,selection,,Yes,No,No
2486,description,"Description",account.analytic.plan,176,text,,No,No,Yes
2493,display_name,"Display Name",account.analytic.plan,176,char,,No,Yes,No
2492,id,"ID",account.analytic.plan,176,integer,,No,Yes,Yes
2485,name,"Name",account.analytic.plan,176,char,,Yes,No,Yes
2487,parent_id,"Parent",account.analytic.plan,176,many2one,account.analytic.plan,No,No,Yes
2488,parent_path,"Parent Path",account.analytic.plan,176,char,,No,No,Yes
32849,root_id,"Root",account.analytic.plan,176,many2one,account.analytic.plan,No,Yes,No
32857,sequence,"Sequence",account.analytic.plan,176,integer,,No,No,Yes
2497,write_date,"Last Updated on",account.analytic.plan,176,datetime,,No,Yes,Yes
2496,write_uid,"Last Updated by",account.analytic.plan,176,many2one,res.users,No,Yes,Yes
7681,account_asset_id,"Fixed Asset Account",account.asset,404,many2one,account.account,No,No,Yes
7683,account_depreciation_expense_id,"Expense Account",account.asset,404,many2one,account.account,No,No,Yes
7682,account_depreciation_id,"Depreciation Account",account.asset,404,many2one,account.account,No,No,Yes
29740,account_type,"Type of the account",account.asset,404,selection,,No,Yes,No
7695,acquisition_date,"Acquisition Date",account.asset,404,date,,No,No,Yes
7673,active,"Active",account.asset,404,boolean,,No,No,Yes
27042,activity_calendar_event_id,"Next Activity Calendar Event",account.asset,404,many2one,calendar.event,No,Yes,No
7648,activity_date_deadline,"Next Activity Deadline",account.asset,404,date,,No,Yes,No
7649,activity_exception_decoration,"Activity Exception Decoration",account.asset,404,selection,,No,Yes,No
7650,activity_exception_icon,"Icon",account.asset,404,char,,No,Yes,No
7646,activity_ids,"Activities",account.asset,404,one2many,mail.activity,No,No,Yes
7647,activity_state,"Activity State",account.asset,404,selection,,No,Yes,No
7705,activity_summary,"Next Activity Summary",account.asset,404,char,,No,No,No
18498,activity_type_icon,"Activity Type Icon",account.asset,404,char,,No,Yes,No
7704,activity_type_id,"Next Activity Type",account.asset,404,many2one,mail.activity.type,No,No,No
7703,activity_user_id,"Responsible User",account.asset,404,many2one,res.users,No,Yes,No
18512,already_depreciated_amount_import,"Already Depreciated Amount Import",account.asset,404,monetary,,No,No,Yes
29722,analytic_distribution,"Analytic Distribution",account.asset,404,json,,No,No,Yes
29723,analytic_distribution_search,"Analytic Distribution Search",account.asset,404,json,,No,No,No
29724,analytic_precision,"Analytic Precision",account.asset,404,integer,,No,No,No
29742,asset_lifetime_days,"Asset Lifetime Days",account.asset,404,float,,No,Yes,No
29743,asset_paused_days,"Asset Paused Days",account.asset,404,float,,No,No,Yes
7686,book_value,"Book Value",account.asset,404,monetary,,No,Yes,Yes
7702,children_ids,"Children",account.asset,404,one2many,account.asset,No,No,Yes
7671,company_id,"Company",account.asset,404,many2one,res.company,Yes,No,Yes
7709,create_date,"Created on",account.asset,404,datetime,,No,Yes,Yes
7708,create_uid,"Created by",account.asset,404,many2one,res.users,No,Yes,Yes
7670,currency_id,"Currency",account.asset,404,many2one,res.currency,No,Yes,Yes
7666,depreciation_entries_count,"# Posted Depreciation Entries",account.asset,404,integer,,No,Yes,No
7690,depreciation_move_ids,"Depreciation Lines",account.asset,404,one2many,account.move,No,No,Yes
7700,display_account_asset_id,"Display Account Asset",account.asset,404,boolean,,No,Yes,No
7707,display_name,"Display Name",account.asset,404,char,,No,Yes,No
7696,disposal_date,"Disposal Date",account.asset,404,date,,No,No,Yes
52518,distribution_analytic_account_ids,"Distribution Analytic Account",account.asset,404,many2many,account.analytic.account,No,Yes,No
7667,gross_increase_count,"# Gross Increases",account.asset,404,integer,,No,Yes,No
7689,gross_increase_value,"Gross Increase Value",account.asset,404,monetary,,No,Yes,No
27043,has_message,"Has Message",account.asset,404,boolean,,No,Yes,No
7706,id,"ID",account.asset,404,integer,,No,Yes,Yes
7684,journal_id,"Journal",account.asset,404,many2one,account.journal,No,No,Yes
7662,message_attachment_count,"Attachment Count",account.asset,404,integer,,No,Yes,No
7652,message_follower_ids,"Followers",account.asset,404,one2many,mail.followers,No,No,Yes
7660,message_has_error,"Message Delivery error",account.asset,404,boolean,,No,Yes,No
7661,message_has_error_counter,"Number of errors",account.asset,404,integer,,No,Yes,No
7665,message_has_sms_error,"SMS Delivery error",account.asset,404,boolean,,No,Yes,No
7655,message_ids,"Messages",account.asset,404,one2many,mail.message,No,No,Yes
7651,message_is_follower,"Is Follower",account.asset,404,boolean,,No,Yes,No
7658,message_needaction,"Action Needed",account.asset,404,boolean,,No,Yes,No
7659,message_needaction_counter,"Number of Actions",account.asset,404,integer,,No,Yes,No
7653,message_partner_ids,"Followers (Partners)",account.asset,404,many2many,res.partner,No,No,No
7675,method,"Method",account.asset,404,selection,,No,No,Yes
7676,method_number,"Duration",account.asset,404,integer,,No,No,Yes
7677,method_period,"Number of Months in a Period",account.asset,404,selection,,No,No,Yes
7678,method_progress_factor,"Declining Factor",account.asset,404,float,,No,No,Yes
7697,model_id,"Model",account.asset,404,many2one,account.asset,No,No,Yes
18499,my_activity_date_deadline,"My Activity Deadline",account.asset,404,date,,No,Yes,No
7669,name,"Asset Name",account.asset,404,char,,Yes,No,Yes
27120,non_deductible_tax_value,"Non Deductible Tax Value",account.asset,404,monetary,,No,Yes,Yes
7691,original_move_line_ids,"Journal Items",account.asset,404,many2many,account.move.line,No,No,Yes
7685,original_value,"Original Value",account.asset,404,monetary,,No,No,Yes
7701,parent_id,"Parent",account.asset,404,many2one,account.asset,No,No,Yes
29735,paused_prorata_date,"Paused Prorata Date",account.asset,404,date,,No,Yes,No
29733,prorata_computation_type,"Computation",account.asset,404,selection,,Yes,No,Yes
7680,prorata_date,"Prorata Date",account.asset,404,date,,Yes,No,Yes
45040,rating_ids,"Ratings",account.asset,404,one2many,rating.rating,No,No,Yes
29738,related_purchase_value,"Related Purchase Value",account.asset,404,monetary,,No,Yes,No
7688,salvage_value,"Not Depreciable Value",account.asset,404,monetary,,No,No,Yes
7672,state,"Status",account.asset,404,selection,,No,Yes,Yes
29737,total_depreciable_value,"Total Depreciable Value",account.asset,404,monetary,,No,Yes,No
7668,total_depreciation_entries_count,"# Depreciation Entries",account.asset,404,integer,,No,Yes,No
7687,value_residual,"Depreciable Value",account.asset,404,monetary,,No,Yes,No
7664,website_message_ids,"Website Messages",account.asset,404,one2many,mail.message,No,No,Yes
7711,write_date,"Last Updated on",account.asset,404,datetime,,No,Yes,Yes
7710,write_uid,"Last Updated by",account.asset,404,many2one,res.users,No,Yes,Yes
43405,account_ids,"Accounts",account.auto.reconcile.wizard,2020,many2many,account.account,No,No,Yes
43401,company_id,"Company",account.auto.reconcile.wizard,2020,many2one,res.company,Yes,Yes,Yes
43411,create_date,"Created on",account.auto.reconcile.wizard,2020,datetime,,No,Yes,Yes
43410,create_uid,"Created by",account.auto.reconcile.wizard,2020,many2one,res.users,No,Yes,Yes
43409,display_name,"Display Name",account.auto.reconcile.wizard,2020,char,,No,Yes,No
43403,from_date,"From",account.auto.reconcile.wizard,2020,date,,No,No,Yes
43408,id,"ID",account.auto.reconcile.wizard,2020,integer,,No,Yes,Yes
43402,line_ids,"Line",account.auto.reconcile.wizard,2020,many2many,account.move.line,No,No,Yes
43406,partner_ids,"Partners",account.auto.reconcile.wizard,2020,many2many,res.partner,No,No,Yes
43407,search_mode,"Reconcile",account.auto.reconcile.wizard,2020,selection,,Yes,No,Yes
43404,to_date,"To",account.auto.reconcile.wizard,2020,date,,Yes,No,Yes
43413,write_date,"Last Updated on",account.auto.reconcile.wizard,2020,datetime,,No,Yes,Yes
43412,write_uid,"Last Updated by",account.auto.reconcile.wizard,2020,many2one,res.users,No,Yes,Yes
17175,account_type,"Account Type",account.automatic.entry.wizard,1022,selection,,No,Yes,Yes
17165,action,"Action",account.automatic.entry.wizard,1022,selection,,Yes,No,Yes
17171,company_currency_id,"Currency",account.automatic.entry.wizard,1022,many2one,res.currency,No,Yes,No
17170,company_id,"Company",account.automatic.entry.wizard,1022,many2one,res.company,Yes,Yes,Yes
17183,create_date,"Created on",account.automatic.entry.wizard,1022,datetime,,No,Yes,Yes
17182,create_uid,"Created by",account.automatic.entry.wizard,1022,many2one,res.users,No,Yes,Yes
17169,date,"Date",account.automatic.entry.wizard,1022,date,,Yes,No,Yes
17178,destination_account_id,"To",account.automatic.entry.wizard,1022,many2one,account.account,No,No,Yes
17179,display_currency_helper,"Currency Conversion Helper",account.automatic.entry.wizard,1022,boolean,,No,Yes,No
17181,display_name,"Display Name",account.automatic.entry.wizard,1022,char,,No,Yes,No
17176,expense_accrual_account,"Expense Accrual Account",account.automatic.entry.wizard,1022,many2one,account.account,No,No,No
17180,id,"ID",account.automatic.entry.wizard,1022,integer,,No,Yes,Yes
17174,journal_id,"Journal",account.automatic.entry.wizard,1022,many2one,account.journal,Yes,No,No
28555,lock_date_message,"Lock Date Message",account.automatic.entry.wizard,1022,char,,No,Yes,No
17166,move_data,"Move Data",account.automatic.entry.wizard,1022,text,,No,Yes,No
17168,move_line_ids,"Move Line",account.automatic.entry.wizard,1022,many2many,account.move.line,No,No,Yes
17172,percentage,"Percentage",account.automatic.entry.wizard,1022,float,,No,No,Yes
17167,preview_move_data,"Preview Move Data",account.automatic.entry.wizard,1022,text,,No,Yes,No
17177,revenue_accrual_account,"Revenue Accrual Account",account.automatic.entry.wizard,1022,many2one,account.account,No,No,No
17173,total_amount,"Total Amount",account.automatic.entry.wizard,1022,monetary,,No,No,Yes
17185,write_date,"Last Updated on",account.automatic.entry.wizard,1022,datetime,,No,Yes,Yes
17184,write_uid,"Last Updated by",account.automatic.entry.wizard,1022,many2one,res.users,No,Yes,Yes
44299,account_online_account_ids,"Account Online Account",account.bank.selection,2036,one2many,account.online.account,No,Yes,No
44298,account_online_link_id,"Account Online Link",account.bank.selection,2036,many2one,account.online.link,No,No,Yes
44305,create_date,"Created on",account.bank.selection,2036,datetime,,No,Yes,Yes
44304,create_uid,"Created by",account.bank.selection,2036,many2one,res.users,No,Yes,Yes
44303,display_name,"Display Name",account.bank.selection,2036,char,,No,Yes,No
44302,id,"ID",account.bank.selection,2036,integer,,No,Yes,Yes
44300,institution_name,"Name",account.bank.selection,2036,char,,No,Yes,No
44301,selected_account,"Selected Account",account.bank.selection,2036,many2one,account.online.account,No,No,Yes
44307,write_date,"Last Updated on",account.bank.selection,2036,datetime,,No,Yes,Yes
44306,write_uid,"Last Updated by",account.bank.selection,2036,many2one,res.users,No,Yes,Yes
28328,attachment_ids,"Attachments",account.bank.statement,309,many2many,ir.attachment,No,No,Yes
5417,balance_end,"Computed Balance",account.bank.statement,309,monetary,,No,Yes,Yes
5409,balance_end_real,"Ending Balance",account.bank.statement,309,monetary,,No,No,Yes
5408,balance_start,"Starting Balance",account.bank.statement,309,monetary,,No,No,Yes
5415,company_id,"Company",account.bank.statement,309,many2one,res.company,No,Yes,Yes
5430,create_date,"Created on",account.bank.statement,309,datetime,,No,Yes,Yes
5429,create_uid,"Created by",account.bank.statement,309,many2one,res.users,No,Yes,Yes
5412,currency_id,"Currency",account.bank.statement,309,many2one,res.currency,No,Yes,No
5406,date,"Date",account.bank.statement,309,date,,No,Yes,Yes
5428,display_name,"Display Name",account.bank.statement,309,char,,No,Yes,No
28319,first_line_index,"First Line Index",account.bank.statement,309,char,account.bank.statement.line,No,Yes,Yes
5427,id,"ID",account.bank.statement,309,integer,,No,Yes,Yes
28325,is_complete,"Is Complete",account.bank.statement,309,boolean,,No,Yes,Yes
