Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Relation_Field,Relation_Table,Column1,Column2,Primary_Data_Location,Stored
28464,filter_growth_comparison,"Growth Comparison",boolean,380,account.report,,,,,,,"account.report.filter_growth_comparison",Yes
42326,filter_hide_0_lines,"Hide lines at 0",selection,380,account.report,,,,,,,"account.report.filter_hide_0_lines",Yes
28467,filter_hierarchy,"Account Groups",selection,380,account.report,,,,,,,"account.report.filter_hierarchy",Yes
28465,filter_journals,"Journals",boolean,380,account.report,,,,,,,"account.report.filter_journals",Yes
28458,filter_multi_company,"Multi-Company",selection,380,account.report,,,,,,,"account.report.filter_multi_company",Yes
28469,filter_partner,"Partners",boolean,380,account.report,,,,,,,"account.report.filter_partner",Yes
28463,filter_period_comparison,"Period Comparison",boolean,380,account.report,,,,,,,"account.report.filter_period_comparison",Yes
28460,filter_show_draft,"Draft Entries",boolean,380,account.report,,,,,,,"account.report.filter_show_draft",Yes
28462,filter_unfold_all,"Unfold All",boolean,380,account.report,,,,,,,"account.report.filter_unfold_all",Yes
28461,filter_unreconciled,"Unreconciled Entries",boolean,380,account.report,,,,,,,"account.report.filter_unreconciled",Yes
44357,footnotes_ids,"Footnotes",one2many,380,account.report,account.report.footnote,379,report_id,,,,"account.report.footnote.report_id",Yes
29549,horizontal_group_ids,"Horizontal Groups",many2many,380,account.report,account.report.horizontal.group,1770,,account_report_account_report_horizontal_group_rel,account_report_id,account_report_horizontal_group_id,"Junction: account_report_account_report_horizontal_group_rel",Yes
28471,id,"ID",integer,380,account.report,,,,,,,"account.report.id",Yes
44360,is_account_coverage_report_available,"Is Account Coverage Report Available",boolean,380,account.report,,,,,,,"Computed",No
28447,line_ids,"Lines",one2many,380,account.report,account.report.line,1715,report_id,,,,"account.report.line.report_id",Yes
28455,load_more_limit,"Load More Limit",integer,380,account.report,,,,,,,"account.report.load_more_limit",Yes
28446,name,"Name",char,380,account.report,,,,,,,"account.report.name",Yes
28453,only_tax_exigible,"Only Tax Exigible Lines",boolean,380,account.report,,,,,,,"account.report.only_tax_exigible",Yes
42319,prefix_groups_threshold,"Prefix Groups Threshold",integer,380,account.report,,,,,,,"account.report.prefix_groups_threshold",Yes
28449,root_report_id,"Root Report",many2one,380,account.report,account.report,380,,,,,"account.report.id",Yes
28456,search_bar,"Search Bar",boolean,380,account.report,,,,,,,"account.report.search_bar",Yes
42311,section_main_report_ids,"Section Of",many2many,380,account.report,account.report,380,,account_report_section_rel,sub_report_id,main_report_id,"Junction: account_report_section_rel",Yes
42310,section_report_ids,"Sections",many2many,380,account.report,account.report,380,,account_report_section_rel,main_report_id,sub_report_id,"Junction: account_report_section_rel",Yes
42304,sequence,"Sequence",integer,380,account.report,,,,,,,"account.report.sequence",Yes
42312,use_sections,"Composite Report",boolean,380,account.report,,,,,,,"account.report.use_sections",Yes
28450,variant_report_ids,"Variants",one2many,380,account.report,account.report,380,root_report_id,,,,"account.report.root_report_id",Yes
28477,write_date,"Last Updated on",datetime,380,account.report,,,,,,,"account.report.write_date",Yes
28476,write_uid,"Last Updated by",many2one,380,account.report,res.users,90,,,,,"res.users.id",Yes
28526,blank_if_zero,"Blank if Zero",boolean,1717,account.report.column,,,,,,,"account.report.column.blank_if_zero",Yes
28532,create_date,"Created on",datetime,1717,account.report.column,,,,,,,"account.report.column.create_date",Yes
28531,create_uid,"Created by",many2one,1717,account.report.column,res.users,90,,,,,"res.users.id",Yes
28527,custom_audit_action_id,"Custom Audit Action",many2one,1717,account.report.column,ir.actions.act_window,18,,,,,"ir.actions.act_window.id",Yes
28530,display_name,"Display Name",char,1717,account.report.column,,,,,,,"Computed",No
28521,expression_label,"Expression Label",char,1717,account.report.column,,,,,,,"account.report.column.expression_label",Yes
28525,figure_type,"Figure Type",selection,1717,account.report.column,,,,,,,"account.report.column.figure_type",Yes
28528,id,"ID",integer,1717,account.report.column,,,,,,,"account.report.column.id",Yes
28520,name,"Name",char,1717,account.report.column,,,,,,,"account.report.column.name",Yes
28523,report_id,"Report",many2one,1717,account.report.column,account.report,380,,,,,"account.report.id",Yes
28522,sequence,"Sequence",integer,1717,account.report.column,,,,,,,"account.report.column.sequence",Yes
28524,sortable,"Sortable",boolean,1717,account.report.column,,,,,,,"account.report.column.sortable",Yes
28534,write_date,"Last Updated on",datetime,1717,account.report.column,,,,,,,"account.report.column.write_date",Yes
28533,write_uid,"Last Updated by",many2one,1717,account.report.column,res.users,90,,,,,"res.users.id",Yes
28511,auditable,"Auditable",boolean,1716,account.report.expression,,,,,,,"account.report.expression.auditable",Yes
28510,blank_if_zero,"Blank if Zero",boolean,1716,account.report.expression,,,,,,,"account.report.expression.blank_if_zero",Yes
28512,carryover_target,"Carry Over To",char,1716,account.report.expression,,,,,,,"account.report.expression.carryover_target",Yes
28517,create_date,"Created on",datetime,1716,account.report.expression,,,,,,,"account.report.expression.create_date",Yes
28516,create_uid,"Created by",many2one,1716,account.report.expression,res.users,90,,,,,"res.users.id",Yes
28507,date_scope,"Date Scope",selection,1716,account.report.expression,,,,,,,"account.report.expression.date_scope",Yes
28515,display_name,"Display Name",char,1716,account.report.expression,,,,,,,"Computed",No
28504,engine,"Computation Engine",selection,1716,account.report.expression,,,,,,,"account.report.expression.engine",Yes
28508,figure_type,"Figure Type",selection,1716,account.report.expression,,,,,,,"account.report.expression.figure_type",Yes
28505,formula,"Formula",char,1716,account.report.expression,,,,,,,"account.report.expression.formula",Yes
28509,green_on_positive,"Is Growth Good when Positive",boolean,1716,account.report.expression,,,,,,,"account.report.expression.green_on_positive",Yes
28513,id,"ID",integer,1716,account.report.expression,,,,,,,"account.report.expression.id",Yes
28503,label,"Label",char,1716,account.report.expression,,,,,,,"account.report.expression.label",Yes
28501,report_line_id,"Report Line",many2one,1716,account.report.expression,account.report.line,1715,,,,,"account.report.line.id",Yes
28502,report_line_name,"Report Line Name",char,1716,account.report.expression,,,,,,,"Computed",No
28506,subformula,"Subformula",char,1716,account.report.expression,,,,,,,"account.report.expression.subformula",Yes
28519,write_date,"Last Updated on",datetime,1716,account.report.expression,,,,,,,"account.report.expression.write_date",Yes
28518,write_uid,"Last Updated by",many2one,1716,account.report.expression,res.users,90,,,,,"res.users.id",Yes
28544,carryover_origin_expression_label,"Origin Expression Label",char,1718,account.report.external.value,,,,,,,"account.report.external.value.carryover_origin_expression_label",Yes
28545,carryover_origin_report_line_id,"Origin Line",many2one,1718,account.report.external.value,account.report.line,1715,,,,,"account.report.line.id",Yes
28542,company_id,"Company",many2one,1718,account.report.external.value,res.company,87,,,,,"res.company.id",Yes
28550,create_date,"Created on",datetime,1718,account.report.external.value,,,,,,,"account.report.external.value.create_date",Yes
28549,create_uid,"Created by",many2one,1718,account.report.external.value,res.users,90,,,,,"res.users.id",Yes
28537,date,"Date",date,1718,account.report.external.value,,,,,,,"account.report.external.value.date",Yes
28548,display_name,"Display Name",char,1718,account.report.external.value,,,,,,,"Computed",No
28543,foreign_vat_fiscal_position_id,"Fiscal position",many2one,1718,account.report.external.value,account.fiscal.position,286,,,,,"account.fiscal.position.id",Yes
28546,id,"ID",integer,1718,account.report.external.value,,,,,,,"account.report.external.value.id",Yes
28535,name,"Name",char,1718,account.report.external.value,,,,,,,"account.report.external.value.name",Yes
28541,report_country_id,"Country",many2one,1718,account.report.external.value,res.country,71,,,,,"res.country.id",No
28538,target_report_expression_id,"Target Expression",many2one,1718,account.report.external.value,account.report.expression,1716,,,,,"account.report.expression.id",Yes
28540,target_report_expression_label,"Target Expression Label",char,1718,account.report.external.value,,,,,,,"Computed",No
28539,target_report_line_id,"Target Line",many2one,1718,account.report.external.value,account.report.line,1715,,,,,"account.report.line.id",No
42400,text_value,"Text Value",char,1718,account.report.external.value,,,,,,,"account.report.external.value.text_value",Yes
28536,value,"Numeric Value",float,1718,account.report.external.value,,,,,,,"account.report.external.value.value",Yes
28552,write_date,"Last Updated on",datetime,1718,account.report.external.value,,,,,,,"account.report.external.value.write_date",Yes
28551,write_uid,"Last Updated by",many2one,1718,account.report.external.value,res.users,90,,,,,"res.users.id",Yes
44445,create_date,"Created on",datetime,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.create_date",Yes
44444,create_uid,"Created by",many2one,2059,account.report.file.download.error.wizard,res.users,90,,,,,"res.users.id",Yes
44443,display_name,"Display Name",char,2059,account.report.file.download.error.wizard,,,,,,,"Computed",No
44441,file_content,"File Content",binary,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.file_content",Yes
44439,file_generation_errors,"File Generation Errors",json,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.file_generation_errors",Yes
44440,file_name,"File Name",char,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.file_name",Yes
44442,id,"ID",integer,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.id",Yes
44447,write_date,"Last Updated on",datetime,2059,account.report.file.download.error.wizard,,,,,,,"account.report.file.download.error.wizard.write_date",Yes
44446,write_uid,"Last Updated by",many2one,2059,account.report.file.download.error.wizard,res.users,90,,,,,"res.users.id",Yes
7179,create_date,"Created on",datetime,379,account.report.footnote,,,,,,,"account.report.footnote.create_date",Yes
7178,create_uid,"Created by",many2one,379,account.report.footnote,res.users,90,,,,,"res.users.id",Yes
7177,display_name,"Display Name",char,379,account.report.footnote,,,,,,,"Computed",No
7176,id,"ID",integer,379,account.report.footnote,,,,,,,"account.report.footnote.id",Yes
7174,line_id,"Line",char,379,account.report.footnote,,,,,,,"account.report.footnote.line_id",Yes
44347,report_id,"Report",many2one,379,account.report.footnote,account.report,380,,,,,"account.report.id",Yes
7173,text,"Text",char,379,account.report.footnote,,,,,,,"account.report.footnote.text",Yes
7181,write_date,"Last Updated on",datetime,379,account.report.footnote,,,,,,,"account.report.footnote.write_date",Yes
7180,write_uid,"Last Updated by",many2one,379,account.report.footnote,res.users,90,,,,,"res.users.id",Yes
29560,create_date,"Created on",datetime,1770,account.report.horizontal.group,,,,,,,"account.report.horizontal.group.create_date",Yes
29559,create_uid,"Created by",many2one,1770,account.report.horizontal.group,res.users,90,,,,,"res.users.id",Yes
29558,display_name,"Display Name",char,1770,account.report.horizontal.group,,,,,,,"Computed",No
29556,id,"ID",integer,1770,account.report.horizontal.group,,,,,,,"account.report.horizontal.group.id",Yes
29553,name,"Name",char,1770,account.report.horizontal.group,,,,,,,"account.report.horizontal.group.name",Yes
29555,report_ids,"Reports",many2many,1770,account.report.horizontal.group,account.report,380,,account_report_account_report_horizontal_group_rel,account_report_horizontal_group_id,account_report_id,"Junction: account_report_account_report_horizontal_group_rel",Yes
29554,rule_ids,"Rules",one2many,1770,account.report.horizontal.group,account.report.horizontal.group.rule,1771,horizontal_group_id,,,,"account.report.horizontal.group.rule.horizontal_group_id",Yes
29562,write_date,"Last Updated on",datetime,1770,account.report.horizontal.group,,,,,,,"account.report.horizontal.group.write_date",Yes
29561,write_uid,"Last Updated by",many2one,1770,account.report.horizontal.group,res.users,90,,,,,"res.users.id",Yes
29571,create_date,"Created on",datetime,1771,account.report.horizontal.group.rule,,,,,,,"account.report.horizontal.group.rule.create_date",Yes
29570,create_uid,"Created by",many2one,1771,account.report.horizontal.group.rule,res.users,90,,,,,"res.users.id",Yes
29569,display_name,"Display Name",char,1771,account.report.horizontal.group.rule,,,,,,,"Computed",No
29564,domain,"Domain",char,1771,account.report.horizontal.group.rule,,,,,,,"account.report.horizontal.group.rule.domain",Yes
29565,field_name,"Field",selection,1771,account.report.horizontal.group.rule,,,,,,,"account.report.horizontal.group.rule.field_name",Yes
29563,horizontal_group_id,"Horizontal Group",many2one,1771,account.report.horizontal.group.rule,account.report.horizontal.group,1770,,,,,"account.report.horizontal.group.id",Yes
29567,id,"ID",integer,1771,account.report.horizontal.group.rule,,,,,,,"account.report.horizontal.group.rule.id",Yes
29566,res_model_name,"Model",char,1771,account.report.horizontal.group.rule,,,,,,,"Computed",No
29573,write_date,"Last Updated on",datetime,1771,account.report.horizontal.group.rule,,,,,,,"account.report.horizontal.group.rule.write_date",Yes
29572,write_uid,"Last Updated by",many2one,1771,account.report.horizontal.group.rule,res.users,90,,,,,"res.users.id",Yes
28492,account_codes_formula,"Account Codes Formula Shortcut",char,1715,account.report.line,,,,,,,"Computed",No
28489,action_id,"Action",many2one,1715,account.report.line,ir.actions.actions,17,,,,,"ir.actions.actions.id",Yes
28493,aggregation_formula,"Aggregation Formula Shortcut",char,1715,account.report.line,,,,,,,"Computed",No
28483,children_ids,"Child Lines",one2many,1715,account.report.line,account.report.line,1715,parent_id,,,,"account.report.line.parent_id",Yes
28486,code,"Code",char,1715,account.report.line,,,,,,,"account.report.line.code",Yes
28498,create_date,"Created on",datetime,1715,account.report.line,,,,,,,"account.report.line.create_date",Yes
28497,create_uid,"Created by",many2one,1715,account.report.line,res.users,90,,,,,"res.users.id",Yes
44362,display_custom_groupby_warning,"Display Custom Groupby Warning",boolean,1715,account.report.line,,,,,,,"Computed",No
28496,display_name,"Display Name",char,1715,account.report.line,,,,,,,"Computed",No
28491,domain_formula,"Domain Formula Shortcut",char,1715,account.report.line,,,,,,,"Computed",No
28479,expression_ids,"Expressions",one2many,1715,account.report.line,account.report.expression,1716,report_line_id,,,,"account.report.expression.report_line_id",Yes
42359,external_formula,"External Formula Shortcut",char,1715,account.report.line,,,,,,,"Computed",No
28487,foldable,"Foldable",boolean,1715,account.report.line,,,,,,,"account.report.line.foldable",Yes
28484,groupby,"Group By",char,1715,account.report.line,,,,,,,"account.report.line.groupby",Yes
28490,hide_if_zero,"Hide if Zero",boolean,1715,account.report.line,,,,,,,"account.report.line.hide_if_zero",Yes
28481,hierarchy_level,"Level",integer,1715,account.report.line,,,,,,,"account.report.line.hierarchy_level",Yes
28494,id,"ID",integer,1715,account.report.line,,,,,,,"account.report.line.id",Yes
28478,name,"Name",char,1715,account.report.line,,,,,,,"account.report.line.name",Yes
28482,parent_id,"Parent Line",many2one,1715,account.report.line,account.report.line,1715,,,,,"account.report.line.id",Yes
28488,print_on_new_page,"Print On New Page",boolean,1715,account.report.line,,,,,,,"account.report.line.print_on_new_page",Yes
28480,report_id,"Parent Report",many2one,1715,account.report.line,account.report,380,,,,,"account.report.id",Yes
28485,sequence,"Sequence",integer,1715,account.report.line,,,,,,,"account.report.line.sequence",Yes
52351,tax_tags_formula,"Tax Tags Formula Shortcut",char,1715,account.report.line,,,,,,,"Computed",No
42349,user_groupby,"User Group By",char,1715,account.report.line,,,,,,,"account.report.line.user_groupby",Yes
28500,write_date,"Last Updated on",datetime,1715,account.report.line,,,,,,,"account.report.line.write_date",Yes
28499,write_uid,"Last Updated by",many2one,1715,account.report.line,res.users,90,,,,,"res.users.id",Yes
17207,create_date,"Created on",datetime,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.create_date",Yes
17206,create_uid,"Created by",many2one,1023,account.resequence.wizard,res.users,90,,,,,"res.users.id",Yes
17205,display_name,"Display Name",char,1023,account.resequence.wizard,,,,,,,"Computed",No
17198,end_date,"End Date",date,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.end_date",Yes
17197,first_date,"First Date",date,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.first_date",Yes
17199,first_name,"First New Sequence",char,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.first_name",Yes
17204,id,"ID",integer,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.id",Yes
17201,move_ids,"Move",many2many,1023,account.resequence.wizard,account.move,311,,account_move_account_resequence_wizard_rel,account_resequence_wizard_id,account_move_id,"Junction: account_move_account_resequence_wizard_rel",Yes
17202,new_values,"New Values",text,1023,account.resequence.wizard,,,,,,,"Computed",No
17200,ordering,"Ordering",selection,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.ordering",Yes
17203,preview_moves,"Preview Moves",text,1023,account.resequence.wizard,,,,,,,"Computed",No
17196,sequence_number_reset,"Sequence Number Reset",char,1023,account.resequence.wizard,,,,,,,"Computed",No
17209,write_date,"Last Updated on",datetime,1023,account.resequence.wizard,,,,,,,"account.resequence.wizard.write_date",Yes
17208,write_uid,"Last Updated by",many2one,1023,account.resequence.wizard,res.users,90,,,,,"res.users.id",Yes
5049,company_id,"Company",many2one,294,account.root,res.company,87,,,,,"res.company.id",Yes
5051,display_name,"Display Name",char,294,account.root,,,,,,,"Computed",No
5050,id,"ID",integer,294,account.root,,,,,,,"account.root.id",Yes
5047,name,"Name",char,294,account.root,,,,,,,"account.root.name",Yes
5048,parent_id,"Parent",many2one,294,account.root,account.root,294,,,,,"account.root.id",Yes
18924,aba_bsb,"BSB",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6110,acc_holder_name,"Account Holder Name",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6108,acc_number,"Account Number",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6107,acc_type,"Type",selection,336,account.setup.bank.manual.config,,,,,,,"Computed",No
17212,active,"Active",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28567,activity_calendar_event_id,"Next Activity Calendar Event",many2one,336,account.setup.bank.manual.config,calendar.event,184,,,,,"calendar.event.id",No
28562,activity_date_deadline,"Next Activity Deadline",date,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28565,activity_exception_decoration,"Activity Exception Decoration",selection,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28566,activity_exception_icon,"Icon",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28557,activity_ids,"Activities",one2many,336,account.setup.bank.manual.config,mail.activity,154,,,,,"",No
28558,activity_state,"Activity State",selection,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28564,activity_summary,"Next Activity Summary",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28561,activity_type_icon,"Activity Type Icon",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28560,activity_type_id,"Next Activity Type",many2one,336,account.setup.bank.manual.config,mail.activity.type,153,,,,,"mail.activity.type.id",No
28559,activity_user_id,"Responsible User",many2one,336,account.setup.bank.manual.config,res.users,90,,,,,"res.users.id",No
28581,allow_out_payment,"Send Money",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6114,bank_bic,"Bic",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6112,bank_id,"Bank",many2one,336,account.setup.bank.manual.config,res.bank,80,,,,,"res.bank.id",No
6113,bank_name,"Name",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6117,company_id,"Company",many2one,336,account.setup.bank.manual.config,res.company,87,,,,,"res.company.id",No
6103,create_date,"Created on",datetime,336,account.setup.bank.manual.config,,,,,,,"account.setup.bank.manual.config.create_date",Yes
6102,create_uid,"Created by",many2one,336,account.setup.bank.manual.config,res.users,90,,,,,"res.users.id",Yes
6116,currency_id,"Currency",many2one,336,account.setup.bank.manual.config,res.currency,85,,,,,"res.currency.id",No
6101,display_name,"Display Name",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
42542,has_iban_warning,"Has Iban Warning",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28572,has_message,"Has Message",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
42544,has_money_transfer_warning,"Has Money Transfer Warning",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6100,id,"ID",integer,336,account.setup.bank.manual.config,,,,,,,"account.setup.bank.manual.config.id",Yes
6119,journal_id,"Account Journal",one2many,336,account.setup.bank.manual.config,account.journal,296,,,,,"",No
6096,linked_journal_id,"Journal",many2one,336,account.setup.bank.manual.config,account.journal,296,,,,,"account.journal.id",No
42550,lock_trust_fields,"Lock Trust Fields",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28577,message_attachment_count,"Attachment Count",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28569,message_follower_ids,"Followers",one2many,336,account.setup.bank.manual.config,mail.followers,150,,,,,"",No
28575,message_has_error,"Message Delivery error",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28576,message_has_error_counter,"Number of errors",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28580,message_has_sms_error,"SMS Delivery error",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28571,message_ids,"Messages",one2many,336,account.setup.bank.manual.config,mail.message,152,,,,,"",No
28568,message_is_follower,"Is Follower",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28573,message_needaction,"Action Needed",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28574,message_needaction_counter,"Number of Actions",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28570,message_partner_ids,"Followers (Partners)",many2many,336,account.setup.bank.manual.config,res.partner,78,,,,,"",No
42545,money_transfer_service,"Money Transfer Service",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28563,my_activity_date_deadline,"My Activity Deadline",date,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6095,new_journal_name,"New Journal Name",char,336,account.setup.bank.manual.config,,,,,,,"account.setup.bank.manual.config.new_journal_name",Yes
6098,num_journals_without_account,"Num Journals Without Account",integer,336,account.setup.bank.manual.config,,,,,,,"account.setup.bank.manual.config.num_journals_without_account",Yes
42543,partner_country_name,"Country Name",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
42547,partner_customer_rank,"Customer Rank",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6111,partner_id,"Account Holder",many2one,336,account.setup.bank.manual.config,res.partner,78,,,,,"res.partner.id",No
42546,partner_supplier_rank,"Supplier Rank",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
42527,rating_ids,"Ratings",one2many,336,account.setup.bank.manual.config,rating.rating,431,,,,,"",No
42548,related_moves,"Related Moves",one2many,336,account.setup.bank.manual.config,account.move,311,,,,,"",No
6094,res_partner_bank_id,"Res Partner Bank",many2one,336,account.setup.bank.manual.config,res.partner.bank,81,,,,,"res.partner.bank.id",Yes
6109,sanitized_acc_number,"Sanitized Account Number",char,336,account.setup.bank.manual.config,,,,,,,"Computed",No
6115,sequence,"Sequence",integer,336,account.setup.bank.manual.config,,,,,,,"Computed",No
42549,user_has_group_validate_bank_account,"User Has Group Validate Bank Account",boolean,336,account.setup.bank.manual.config,,,,,,,"Computed",No
28579,website_message_ids,"Website Messages",one2many,336,account.setup.bank.manual.config,mail.message,152,,,,,"",No
6105,write_date,"Last Updated on",datetime,336,account.setup.bank.manual.config,,,,,,,"account.setup.bank.manual.config.write_date",Yes
6104,write_uid,"Last Updated by",many2one,336,account.setup.bank.manual.config,res.users,90,,,,,"res.users.id",Yes
5151,active,"Active",boolean,298,account.tax,,,,,,,"account.tax.active",Yes
5155,amount,"Amount",float,298,account.tax,,,,,,,"account.tax.amount",Yes
5150,amount_type,"Tax Computation",selection,298,account.tax,,,,,,,"account.tax.amount_type",Yes
5159,analytic,"Include in Analytic Cost",boolean,298,account.tax,,,,,,,"account.tax.analytic",Yes
5163,cash_basis_transition_account_id,"Cash Basis Transition Account",many2one,298,account.tax,account.account,292,,,,,"account.account.id",Yes
5153,children_tax_ids,"Children Taxes",many2many,298,account.tax,account.tax,298,,account_tax_filiation_rel,parent_tax,child_tax,"Junction: account_tax_filiation_rel",Yes
5152,company_id,"Company",many2one,298,account.tax,res.company,87,,,,,"res.company.id",Yes
16729,country_code,"Country Code",char,298,account.tax,,,,,,,"Computed",No
5167,country_id,"Country",many2one,298,account.tax,res.country,71,,,,,"res.country.id",Yes
5171,create_date,"Created on",datetime,298,account.tax,,,,,,,"account.tax.create_date",Yes
5170,create_uid,"Created by",many2one,298,account.tax,res.users,90,,,,,"res.users.id",Yes
41320,description,"Description",char,298,account.tax,,,,,,,"account.tax.description",Yes
5169,display_name,"Display Name",char,298,account.tax,,,,,,,"Computed",No
41301,has_message,"Has Message",boolean,298,account.tax,,,,,,,"Computed",No
5161,hide_tax_exigibility,"Hide Use Cash Basis Option",boolean,298,account.tax,,,,,,,"Computed",No
5168,id,"ID",integer,298,account.tax,,,,,,,"account.tax.id",Yes
5158,include_base_amount,"Affect Base of Subsequent Taxes",boolean,298,account.tax,,,,,,,"account.tax.include_base_amount",Yes
5156,invoice_label,"Label on Invoices",char,298,account.tax,,,,,,,"account.tax.invoice_label",Yes
5165,invoice_repartition_line_ids,"Distribution for Invoices",one2many,298,account.tax,account.tax.repartition.line,299,tax_id,,,,"account.tax.repartition.line.tax_id",Yes
25648,is_base_affected,"Base Affected by Previous Taxes",boolean,298,account.tax,,,,,,,"account.tax.is_base_affected",Yes
41335,is_used,"Tax used",boolean,298,account.tax,,,,,,,"Computed",No
41306,message_attachment_count,"Attachment Count",integer,298,account.tax,,,,,,,"Computed",No
41298,message_follower_ids,"Followers",one2many,298,account.tax,mail.followers,150,res_id,,,,"mail.followers.res_id",Yes
41304,message_has_error,"Message Delivery error",boolean,298,account.tax,,,,,,,"Computed",No
41305,message_has_error_counter,"Number of errors",integer,298,account.tax,,,,,,,"Computed",No
41309,message_has_sms_error,"SMS Delivery error",boolean,298,account.tax,,,,,,,"Computed",No
41300,message_ids,"Messages",one2many,298,account.tax,mail.message,152,res_id,,,,"mail.message.res_id",Yes
41297,message_is_follower,"Is Follower",boolean,298,account.tax,,,,,,,"Computed",No
41302,message_needaction,"Action Needed",boolean,298,account.tax,,,,,,,"Computed",No
41303,message_needaction_counter,"Number of Actions",integer,298,account.tax,,,,,,,"Computed",No
41299,message_partner_ids,"Followers (Partners)",many2many,298,account.tax,res.partner,78,,,,,"",No
5148,name,"Tax Name",char,298,account.tax,,,,,,,"account.tax.name",Yes
28128,name_searchable,"Name Searchable",char,298,account.tax,,,,,,,"Computed",No
5157,price_include,"Included in Price",boolean,298,account.tax,,,,,,,"account.tax.price_include",Yes
41307,rating_ids,"Ratings",one2many,298,account.tax,rating.rating,431,res_id,,,,"rating.rating.res_id",Yes
5166,refund_repartition_line_ids,"Distribution for Refund Invoices",one2many,298,account.tax,account.tax.repartition.line,299,tax_id,,,,"account.tax.repartition.line.tax_id",Yes
41332,repartition_line_ids,"Distribution",one2many,298,account.tax,account.tax.repartition.line,299,tax_id,,,,"account.tax.repartition.line.tax_id",Yes
41336,repartition_lines_str,"Repartition Lines",char,298,account.tax,,,,,,,"Computed",No
5154,sequence,"Sequence",integer,298,account.tax,,,,,,,"account.tax.sequence",Yes
5162,tax_exigibility,"Tax Exigibility",selection,298,account.tax,,,,,,,"account.tax.tax_exigibility",Yes
5160,tax_group_id,"Tax Group",many2one,298,account.tax,account.tax.group,297,,,,,"account.tax.group.id",Yes
16722,tax_scope,"Tax Scope",selection,298,account.tax,,,,,,,"account.tax.tax_scope",Yes
5149,type_tax_use,"Tax Type",selection,298,account.tax,,,,,,,"account.tax.type_tax_use",Yes
41308,website_message_ids,"Website Messages",one2many,298,account.tax,mail.message,152,res_id,,,,"mail.message.res_id",Yes
5173,write_date,"Last Updated on",datetime,298,account.tax,,,,,,,"account.tax.write_date",Yes
5172,write_uid,"Last Updated by",many2one,298,account.tax,res.users,90,,,,,"res.users.id",Yes
5140,advance_tax_payment_account_id,"Tax Advance Account",many2one,297,account.tax.group,account.account,292,,,,,"account.account.id",Yes
41284,company_id,"Company",many2one,297,account.tax.group,res.company,87,,,,,"res.company.id",Yes
28127,country_code,"Country Code",char,297,account.tax.group,,,,,,,"Computed",No
25645,country_id,"Country",many2one,297,account.tax.group,res.country,71,,,,,"res.country.id",Yes
5144,create_date,"Created on",datetime,297,account.tax.group,,,,,,,"account.tax.group.create_date",Yes
5143,create_uid,"Created by",many2one,297,account.tax.group,res.users,90,,,,,"res.users.id",Yes
5142,display_name,"Display Name",char,297,account.tax.group,,,,,,,"Computed",No
