Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Relation_Field,Relation_Table,Column1,Column2,Primary_Data_Location,Stored
28105,account_type,"Type",selection,292,account.account,,,,,,,"account.account.account_type",Yes
51561,activity_calendar_event_id,"Next Activity Calendar Event",many2one,292,account.account,calendar.event,184,,,,,"calendar.event.id",No
51556,activity_date_deadline,"Next Activity Deadline",date,292,account.account,,,,,,,"Computed",No
51559,activity_exception_decoration,"Activity Exception Decoration",selection,292,account.account,,,,,,,"Computed",No
51560,activity_exception_icon,"Icon",char,292,account.account,,,,,,,"Computed",No
51551,activity_ids,"Activities",one2many,292,account.account,mail.activity,154,res_id,,,,"mail.activity.res_id",Yes
51552,activity_state,"Activity State",selection,292,account.account,,,,,,,"Computed",No
51558,activity_summary,"Next Activity Summary",char,292,account.account,,,,,,,"Computed",No
51555,activity_type_icon,"Activity Type Icon",char,292,account.account,,,,,,,"Computed",No
51554,activity_type_id,"Next Activity Type",many2one,292,account.account,mail.activity.type,153,,,,,"mail.activity.type.id",No
51553,activity_user_id,"Responsible User",many2one,292,account.account,res.users,90,,,,,"res.users.id",No
16689,allowed_journal_ids,"Allowed Journals",many2many,292,account.account,account.journal,296,,account_account_account_journal_rel,account_account_id,account_journal_id,"Junction: account_account_account_journal_rel",Yes
7641,asset_model,"Asset Model",many2one,292,account.account,account.asset,404,,,,,"account.asset.id",Yes
7643,can_create_asset,"Can Create Asset",boolean,292,account.account,,,,,,,"Computed",No
5014,code,"Code",char,292,account.account,,,,,,,"account.account.code",Yes
28102,company_currency_id,"Currency",many2one,292,account.account,res.currency,85,,,,,"res.currency.id",No
5023,company_id,"Company",many2one,292,account.account,res.company,87,,,,,"res.company.id",Yes
7642,create_asset,"Create Asset",selection,292,account.account,,,,,,,"account.account.create_asset",Yes
5032,create_date,"Created on",datetime,292,account.account,,,,,,,"account.account.create_date",Yes
5031,create_uid,"Created by",many2one,292,account.account,res.users,90,,,,,"res.users.id",Yes
5013,currency_id,"Account Currency",many2one,292,account.account,res.currency,85,,,,,"res.currency.id",Yes
25633,current_balance,"Current Balance",float,292,account.account,,,,,,,"Computed",No
5015,deprecated,"Deprecated",boolean,292,account.account,,,,,,,"account.account.deprecated",Yes
5030,display_name,"Display Name",char,292,account.account,,,,,,,"Computed",No
18216,exclude_provision_currency_ids,"Exclude Provision Currency",many2many,292,account.account,res.currency,85,,account_account_exclude_res_currency_provision,account_account_id,res_currency_id,"Junction: account_account_exclude_res_currency_provision",Yes
7644,form_view_ref,"Form View Ref",char,292,account.account,,,,,,,"Computed",No
5025,group_id,"Group",many2one,292,account.account,account.group,293,,,,,"account.group.id",Yes
25614,has_message,"Has Message",boolean,292,account.account,,,,,,,"Computed",No
5029,id,"ID",integer,292,account.account,,,,,,,"account.account.id",Yes
28106,include_initial_balance,"Bring Accounts Balance Forward",boolean,292,account.account,,,,,,,"account.account.include_initial_balance",Yes
5019,internal_group,"Internal Group",selection,292,account.account,,,,,,,"account.account.internal_group",Yes
25621,message_attachment_count,"Attachment Count",integer,292,account.account,,,,,,,"Computed",No
25611,message_follower_ids,"Followers",one2many,292,account.account,mail.followers,150,res_id,,,,"mail.followers.res_id",Yes
25619,message_has_error,"Message Delivery error",boolean,292,account.account,,,,,,,"Computed",No
25620,message_has_error_counter,"Number of errors",integer,292,account.account,,,,,,,"Computed",No
25624,message_has_sms_error,"SMS Delivery error",boolean,292,account.account,,,,,,,"Computed",No
25613,message_ids,"Messages",one2many,292,account.account,mail.message,152,res_id,,,,"mail.message.res_id",Yes
25610,message_is_follower,"Is Follower",boolean,292,account.account,,,,,,,"Computed",No
25617,message_needaction,"Action Needed",boolean,292,account.account,,,,,,,"Computed",No
25618,message_needaction_counter,"Number of Actions",integer,292,account.account,,,,,,,"Computed",No
25612,message_partner_ids,"Followers (Partners)",many2many,292,account.account,res.partner,78,,,,,"",No
18497,multiple_assets_per_line,"Multiple Assets per Line",boolean,292,account.account,,,,,,,"account.account.multiple_assets_per_line",Yes
51557,my_activity_date_deadline,"My Activity Deadline",date,292,account.account,,,,,,,"Computed",No
5012,name,"Account Name",char,292,account.account,,,,,,,"account.account.name",Yes
28111,non_trade,"Non Trade",boolean,292,account.account,,,,,,,"account.account.non_trade",Yes
5022,note,"Special Note",text,292,account.account,,,,,,,"account.account.note",Yes
16692,opening_balance,"Opening Balance",monetary,292,account.account,,,,,,,"Computed",No
5028,opening_credit,"Opening Credit",monetary,292,account.account,,,,,,,"Computed",No
5027,opening_debit,"Opening Debit",monetary,292,account.account,,,,,,,"Computed",No
41139,rating_ids,"Ratings",one2many,292,account.account,rating.rating,431,res_id,,,,"rating.rating.res_id",Yes
5020,reconcile,"Allow Reconciliation",boolean,292,account.account,,,,,,,"account.account.reconcile",Yes
25634,related_taxes_amount,"Related Taxes Amount",integer,292,account.account,,,,,,,"Computed",No
5026,root_id,"Root",many2one,292,account.account,account.root,294,,,,,"account.root.id",Yes
5024,tag_ids,"Tags",many2many,292,account.account,account.account.tag,290,,account_account_account_tag,account_account_id,account_account_tag_id,"Junction: account_account_account_tag",Yes
5021,tax_ids,"Default Taxes",many2many,292,account.account,account.tax,298,,account_account_tax_default_rel,account_id,tax_id,"Junction: account_account_tax_default_rel",Yes
5016,used,"Used",boolean,292,account.account,,,,,,,"Computed",No
25623,website_message_ids,"Website Messages",one2many,292,account.account,mail.message,152,res_id,,,,"mail.message.res_id",Yes
5034,write_date,"Last Updated on",datetime,292,account.account,,,,,,,"account.account.write_date",Yes
5033,write_uid,"Last Updated by",many2one,292,account.account,res.users,90,,,,,"res.users.id",Yes
4983,active,"Active",boolean,290,account.account.tag,,,,,,,"account.account.tag.active",Yes
4981,applicability,"Applicability",selection,290,account.account.tag,,,,,,,"account.account.tag.applicability",Yes
4982,color,"Color Index",integer,290,account.account.tag,,,,,,,"account.account.tag.color",Yes
4986,country_id,"Country",many2one,290,account.account.tag,res.country,71,,,,,"res.country.id",Yes
4990,create_date,"Created on",datetime,290,account.account.tag,,,,,,,"account.account.tag.create_date",Yes
4989,create_uid,"Created by",many2one,290,account.account.tag,res.users,90,,,,,"res.users.id",Yes
4988,display_name,"Display Name",char,290,account.account.tag,,,,,,,"Computed",No
4987,id,"ID",integer,290,account.account.tag,,,,,,,"account.account.tag.id",Yes
4980,name,"Tag Name",char,290,account.account.tag,,,,,,,"account.account.tag.name",Yes
4985,tax_negate,"Negate Tax Balance",boolean,290,account.account.tag,,,,,,,"account.account.tag.tax_negate",Yes
4992,write_date,"Last Updated on",datetime,290,account.account.tag,,,,,,,"account.account.tag.write_date",Yes
4991,write_uid,"Last Updated by",many2one,290,account.account.tag,res.users,90,,,,,"res.users.id",Yes
25930,account_id,"Accrual Account",many2one,1530,account.accrued.orders.wizard,account.account,292,,,,,"account.account.id",Yes
25928,amount,"Amount",monetary,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.amount",Yes
25924,company_id,"Company",many2one,1530,account.accrued.orders.wizard,res.company,87,,,,,"res.company.id",Yes
25937,create_date,"Created on",datetime,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.create_date",Yes
25936,create_uid,"Created by",many2one,1530,account.accrued.orders.wizard,res.users,90,,,,,"res.users.id",Yes
25929,currency_id,"Company Currency",many2one,1530,account.accrued.orders.wizard,res.currency,85,,,,,"res.currency.id",Yes
25926,date,"Date",date,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.date",Yes
25932,display_amount,"Display Amount",boolean,1530,account.accrued.orders.wizard,,,,,,,"Computed",No
25935,display_name,"Display Name",char,1530,account.accrued.orders.wizard,,,,,,,"Computed",No
25933,id,"ID",integer,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.id",Yes
25925,journal_id,"Journal",many2one,1530,account.accrued.orders.wizard,account.journal,296,,,,,"account.journal.id",Yes
25931,preview_data,"Preview Data",text,1530,account.accrued.orders.wizard,,,,,,,"Computed",No
25927,reversal_date,"Reversal Date",date,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.reversal_date",Yes
25939,write_date,"Last Updated on",datetime,1530,account.accrued.orders.wizard,,,,,,,"account.accrued.orders.wizard.write_date",Yes
25938,write_uid,"Last Updated by",many2one,1530,account.accrued.orders.wizard,res.users,90,,,,,"res.users.id",Yes
2514,active,"Active",boolean,177,account.analytic.account,,,,,,,"account.analytic.account.active",Yes
2519,balance,"Balance",monetary,177,account.analytic.account,,,,,,,"Computed",No
26975,bom_count,"BoM Count",integer,177,account.analytic.account,,,,,,,"Computed",No
26974,bom_ids,"Bom",many2many,177,account.analytic.account,mrp.bom,266,,account_analytic_account_mrp_bom_rel,account_analytic_account_id,mrp_bom_id,"Junction: account_analytic_account_mrp_bom_rel",Yes
2513,code,"Reference",char,177,account.analytic.account,,,,,,,"account.analytic.account.code",Yes
27494,color,"Color Index",integer,177,account.analytic.account,,,,,,,"Computed",No
2517,company_id,"Company",many2one,177,account.analytic.account,res.company,87,,,,,"res.company.id",Yes
2526,create_date,"Created on",datetime,177,account.analytic.account,,,,,,,"account.analytic.account.create_date",Yes
2525,create_uid,"Created by",many2one,177,account.analytic.account,res.users,90,,,,,"res.users.id",Yes
2521,credit,"Credit",monetary,177,account.analytic.account,,,,,,,"Computed",No
8097,crossovered_budget_line,"Budget Lines",one2many,177,account.analytic.account,crossovered.budget.lines,424,analytic_account_id,,,,"crossovered.budget.lines.analytic_account_id",Yes
2522,currency_id,"Currency",many2one,177,account.analytic.account,res.currency,85,,,,,"res.currency.id",No
2520,debit,"Debit",monetary,177,account.analytic.account,,,,,,,"Computed",No
2524,display_name,"Display Name",char,177,account.analytic.account,,,,,,,"Computed",No
24943,has_message,"Has Message",boolean,177,account.analytic.account,,,,,,,"Computed",No
2523,id,"ID",integer,177,account.analytic.account,,,,,,,"account.analytic.account.id",Yes
25870,invoice_count,"Invoice Count",integer,177,account.analytic.account,,,,,,,"Computed",No
2516,line_ids,"Analytic Lines",one2many,177,account.analytic.account,account.analytic.line,178,auto_account_id,,,,"account.analytic.line.auto_account_id",Yes
2510,message_attachment_count,"Attachment Count",integer,177,account.analytic.account,,,,,,,"Computed",No
2500,message_follower_ids,"Followers",one2many,177,account.analytic.account,mail.followers,150,res_id,,,,"mail.followers.res_id",Yes
2508,message_has_error,"Message Delivery error",boolean,177,account.analytic.account,,,,,,,"Computed",No
2509,message_has_error_counter,"Number of errors",integer,177,account.analytic.account,,,,,,,"Computed",No
3416,message_has_sms_error,"SMS Delivery error",boolean,177,account.analytic.account,,,,,,,"Computed",No
2503,message_ids,"Messages",one2many,177,account.analytic.account,mail.message,152,res_id,,,,"mail.message.res_id",Yes
2499,message_is_follower,"Is Follower",boolean,177,account.analytic.account,,,,,,,"Computed",No
2506,message_needaction,"Action Needed",boolean,177,account.analytic.account,,,,,,,"Computed",No
2507,message_needaction_counter,"Number of Actions",integer,177,account.analytic.account,,,,,,,"Computed",No
2501,message_partner_ids,"Followers (Partners)",many2many,177,account.analytic.account,res.partner,78,,,,,"",No
2512,name,"Analytic Account",char,177,account.analytic.account,,,,,,,"account.analytic.account.name",Yes
2518,partner_id,"Customer",many2one,177,account.analytic.account,res.partner,78,,,,,"res.partner.id",Yes
2515,plan_id,"Plan",many2one,177,account.analytic.account,account.analytic.plan,176,,,,,"account.analytic.plan.id",Yes
26973,production_count,"Manufacturing Orders Count",integer,177,account.analytic.account,,,,,,,"Computed",No
26972,production_ids,"Production",many2many,177,account.analytic.account,mrp.production,275,,account_analytic_account_mrp_production_rel,account_analytic_account_id,mrp_production_id,"Junction: account_analytic_account_mrp_production_rel",Yes
8299,project_count,"Project Count",integer,177,account.analytic.account,,,,,,,"Computed",No
8298,project_ids,"Projects",one2many,177,account.analytic.account,project.project,435,analytic_account_id,,,,"project.project.analytic_account_id",Yes
26858,purchase_order_count,"Purchase Order Count",integer,177,account.analytic.account,,,,,,,"Computed",No
34003,rating_ids,"Ratings",one2many,177,account.analytic.account,rating.rating,431,res_id,,,,"rating.rating.res_id",Yes
27493,root_plan_id,"Root Plan",many2one,177,account.analytic.account,account.analytic.plan,176,,,,,"account.analytic.plan.id",Yes
26635,total_planned_amount,"Total Planned Amount",monetary,177,account.analytic.account,,,,,,,"Computed",No
43586,total_practical_amount,"Total Practical Amount",monetary,177,account.analytic.account,,,,,,,"Computed",No
25871,vendor_bill_count,"Vendor Bill Count",integer,177,account.analytic.account,,,,,,,"Computed",No
3276,website_message_ids,"Website Messages",one2many,177,account.analytic.account,mail.message,152,res_id,,,,"mail.message.res_id",Yes
26976,workcenter_ids,"Workcenter",many2many,177,account.analytic.account,mrp.workcenter,271,,account_analytic_account_mrp_workcenter_rel,account_analytic_account_id,mrp_workcenter_id,"Junction: account_analytic_account_mrp_workcenter_rel",Yes
26977,workorder_count,"Work Order Count",integer,177,account.analytic.account,,,,,,,"Computed",No
2528,write_date,"Last Updated on",datetime,177,account.analytic.account,,,,,,,"account.analytic.account.write_date",Yes
2527,write_uid,"Last Updated by",many2one,177,account.analytic.account,res.users,90,,,,,"res.users.id",Yes
28399,account_prefix,"Financial Accounts Prefix",char,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.account_prefix",Yes
27478,analytic_plan_id,"Analytic Plan",many2one,1658,account.analytic.applicability,account.analytic.plan,176,,,,,"account.analytic.plan.id",Yes
27480,applicability,"Applicability",selection,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.applicability",Yes
27479,business_domain,"Domain",selection,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.business_domain",Yes
32869,company_id,"Company",many2one,1658,account.analytic.applicability,res.company,87,,,,,"res.company.id",Yes
27485,create_date,"Created on",datetime,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.create_date",Yes
27484,create_uid,"Created by",many2one,1658,account.analytic.applicability,res.users,90,,,,,"res.users.id",Yes
42118,display_account_prefix,"Display Account Prefix",boolean,1658,account.analytic.applicability,,,,,,,"Computed",No
27483,display_name,"Display Name",char,1658,account.analytic.applicability,,,,,,,"Computed",No
27481,id,"ID",integer,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.id",Yes
28400,product_categ_id,"Product Category",many2one,1658,account.analytic.applicability,product.category,192,,,,,"product.category.id",Yes
27487,write_date,"Last Updated on",datetime,1658,account.analytic.applicability,,,,,,,"account.analytic.applicability.write_date",Yes
27486,write_uid,"Last Updated by",many2one,1658,account.analytic.applicability,res.users,90,,,,,"res.users.id",Yes
28396,account_prefix,"Accounts Prefix",char,1661,account.analytic.distribution.model,,,,,,,"account.analytic.distribution.model.account_prefix",Yes
27500,analytic_distribution,"Analytic Distribution",json,1661,account.analytic.distribution.model,,,,,,,"account.analytic.distribution.model.analytic_distribution",Yes
27501,analytic_distribution_search,"Analytic Distribution Search",json,1661,account.analytic.distribution.model,,,,,,,"Computed",No
27502,analytic_precision,"Analytic Precision",integer,1661,account.analytic.distribution.model,,,,,,,"Computed",No
27505,company_id,"Company",many2one,1661,account.analytic.distribution.model,res.company,87,,,,,"res.company.id",Yes
27510,create_date,"Created on",datetime,1661,account.analytic.distribution.model,,,,,,,"account.analytic.distribution.model.create_date",Yes
27509,create_uid,"Created by",many2one,1661,account.analytic.distribution.model,res.users,90,,,,,"res.users.id",Yes
27508,display_name,"Display Name",char,1661,account.analytic.distribution.model,,,,,,,"Computed",No
52261,distribution_analytic_account_ids,"Distribution Analytic Account",many2many,1661,account.analytic.distribution.model,account.analytic.account,177,,,,,"",No
27506,id,"ID",integer,1661,account.analytic.distribution.model,,,,,,,"account.analytic.distribution.model.id",Yes
27504,partner_category_id,"Partner Category",many2one,1661,account.analytic.distribution.model,res.partner.category,76,,,,,"res.partner.category.id",Yes
27503,partner_id,"Partner",many2one,1661,account.analytic.distribution.model,res.partner,78,,,,,"res.partner.id",Yes
28398,product_categ_id,"Product Category",many2one,1661,account.analytic.distribution.model,product.category,192,,,,,"product.category.id",Yes
28397,product_id,"Product",many2one,1661,account.analytic.distribution.model,product.product,193,,,,,"product.product.id",Yes
27512,write_date,"Last Updated on",datetime,1661,account.analytic.distribution.model,,,,,,,"account.analytic.distribution.model.write_date",Yes
27511,write_uid,"Last Updated by",many2one,1661,account.analytic.distribution.model,res.users,90,,,,,"res.users.id",Yes
2536,account_id,"Project Account",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",Yes
44622,allowed_so_line_ids,"Allowed So Line",many2many,178,account.analytic.line,sale.order.line,398,,,,,"",No
2532,amount,"Amount",monetary,178,account.analytic.line,,,,,,,"account.analytic.line.amount",Yes
32912,auto_account_id,"Analytic Account",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",No
24945,category,"Category",selection,178,account.analytic.line,,,,,,,"account.analytic.line.category",Yes
5827,code,"Code",char,178,account.analytic.line,,,,,,,"account.analytic.line.code",Yes
2540,company_id,"Company",many2one,178,account.analytic.line,res.company,87,,,,,"res.company.id",Yes
2546,create_date,"Created on",datetime,178,account.analytic.line,,,,,,,"account.analytic.line.create_date",Yes
2545,create_uid,"Created by",many2one,178,account.analytic.line,res.users,90,,,,,"res.users.id",Yes
2541,currency_id,"Currency",many2one,178,account.analytic.line,res.currency,85,,,,,"res.currency.id",Yes
2531,date,"Date",date,178,account.analytic.line,,,,,,,"account.analytic.line.date",Yes
2544,display_name,"Display Name",char,178,account.analytic.line,,,,,,,"Computed",No
30111,employee_id,"Employee",many2one,178,account.analytic.line,hr.employee,1211,,,,,"hr.employee.id",Yes
5825,general_account_id,"Financial Account",many2one,178,account.analytic.line,account.account,292,,,,,"account.account.id",Yes
2543,id,"ID",integer,178,account.analytic.line,,,,,,,"account.analytic.line.id",Yes
28402,journal_id,"Financial Journal",many2one,178,account.analytic.line,account.journal,296,,,,,"account.journal.id",Yes
5826,move_line_id,"Journal Item",many2one,178,account.analytic.line,account.move.line,312,,,,,"account.move.line.id",Yes
2530,name,"Description",char,178,account.analytic.line,,,,,,,"account.analytic.line.name",Yes
2537,partner_id,"Partner",many2one,178,account.analytic.line,res.partner,78,,,,,"res.partner.id",Yes
5824,product_id,"Product",many2one,178,account.analytic.line,product.product,193,,,,,"product.product.id",Yes
2535,product_uom_category_id,"UoM Category",many2one,178,account.analytic.line,uom.category,126,,,,,"uom.category.id",No
2534,product_uom_id,"Unit of Measure",many2one,178,account.analytic.line,uom.uom,127,,,,,"uom.uom.id",Yes
5828,ref,"Ref.",char,178,account.analytic.line,,,,,,,"account.analytic.line.ref",Yes
7337,so_line,"Sales Order Item",many2one,178,account.analytic.line,sale.order.line,398,,,,,"sale.order.line.id",Yes
2533,unit_amount,"Quantity",float,178,account.analytic.line,,,,,,,"account.analytic.line.unit_amount",Yes
2538,user_id,"User",many2one,178,account.analytic.line,res.users,90,,,,,"res.users.id",Yes
22136,user_type_id,"Type",many2one,178,account.analytic.line,_unknown,2,,,,,"_unknown.id",Yes
2548,write_date,"Last Updated on",datetime,178,account.analytic.line,,,,,,,"account.analytic.line.write_date",Yes
2547,write_uid,"Last Updated by",many2one,178,account.analytic.line,res.users,90,,,,,"res.users.id",Yes
32842,x_plan34_id,"Internal Projects",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",Yes
32843,x_plan35_id,"Default upg",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",Yes
32844,x_plan36_id,"Former Tag",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",Yes
32943,x_plan37_id,"Projects",many2one,178,account.analytic.line,account.analytic.account,177,,,,,"account.analytic.account.id",Yes
27473,account_count,"Analytic Accounts Count",integer,176,account.analytic.plan,,,,,,,"Computed",No
27472,account_ids,"Accounts",one2many,176,account.analytic.plan,account.analytic.account,177,plan_id,,,,"account.analytic.account.plan_id",Yes
27474,all_account_count,"All Analytic Accounts Count",integer,176,account.analytic.plan,,,,,,,"Computed",No
27477,applicability_ids,"Applicability",one2many,176,account.analytic.plan,account.analytic.applicability,1658,analytic_plan_id,,,,"account.analytic.applicability.analytic_plan_id",Yes
27471,children_count,"Children Plans Count",integer,176,account.analytic.plan,,,,,,,"Computed",No
2489,children_ids,"Childrens",one2many,176,account.analytic.plan,account.analytic.plan,176,parent_id,,,,"account.analytic.plan.parent_id",Yes
27475,color,"Color",integer,176,account.analytic.plan,,,,,,,"account.analytic.plan.color",Yes
2490,complete_name,"Complete Name",char,176,account.analytic.plan,,,,,,,"account.analytic.plan.complete_name",Yes
2495,create_date,"Created on",datetime,176,account.analytic.plan,,,,,,,"account.analytic.plan.create_date",Yes
2494,create_uid,"Created by",many2one,176,account.analytic.plan,res.users,90,,,,,"res.users.id",Yes
27476,default_applicability,"Default Applicability",selection,176,account.analytic.plan,,,,,,,"Computed",No
2486,description,"Description",text,176,account.analytic.plan,,,,,,,"account.analytic.plan.description",Yes
2493,display_name,"Display Name",char,176,account.analytic.plan,,,,,,,"Computed",No
2492,id,"ID",integer,176,account.analytic.plan,,,,,,,"account.analytic.plan.id",Yes
2485,name,"Name",char,176,account.analytic.plan,,,,,,,"account.analytic.plan.name",Yes
2487,parent_id,"Parent",many2one,176,account.analytic.plan,account.analytic.plan,176,,,,,"account.analytic.plan.id",Yes
2488,parent_path,"Parent Path",char,176,account.analytic.plan,,,,,,,"account.analytic.plan.parent_path",Yes
32849,root_id,"Root",many2one,176,account.analytic.plan,account.analytic.plan,176,,,,,"account.analytic.plan.id",No
32857,sequence,"Sequence",integer,176,account.analytic.plan,,,,,,,"account.analytic.plan.sequence",Yes
2497,write_date,"Last Updated on",datetime,176,account.analytic.plan,,,,,,,"account.analytic.plan.write_date",Yes
2496,write_uid,"Last Updated by",many2one,176,account.analytic.plan,res.users,90,,,,,"res.users.id",Yes
7681,account_asset_id,"Fixed Asset Account",many2one,404,account.asset,account.account,292,,,,,"account.account.id",Yes
7683,account_depreciation_expense_id,"Expense Account",many2one,404,account.asset,account.account,292,,,,,"account.account.id",Yes
7682,account_depreciation_id,"Depreciation Account",many2one,404,account.asset,account.account,292,,,,,"account.account.id",Yes
29740,account_type,"Type of the account",selection,404,account.asset,,,,,,,"Computed",No
7695,acquisition_date,"Acquisition Date",date,404,account.asset,,,,,,,"account.asset.acquisition_date",Yes
7673,active,"Active",boolean,404,account.asset,,,,,,,"account.asset.active",Yes
27042,activity_calendar_event_id,"Next Activity Calendar Event",many2one,404,account.asset,calendar.event,184,,,,,"calendar.event.id",No
7648,activity_date_deadline,"Next Activity Deadline",date,404,account.asset,,,,,,,"Computed",No
7649,activity_exception_decoration,"Activity Exception Decoration",selection,404,account.asset,,,,,,,"Computed",No
7650,activity_exception_icon,"Icon",char,404,account.asset,,,,,,,"Computed",No
7646,activity_ids,"Activities",one2many,404,account.asset,mail.activity,154,res_id,,,,"mail.activity.res_id",Yes
7647,activity_state,"Activity State",selection,404,account.asset,,,,,,,"Computed",No
7705,activity_summary,"Next Activity Summary",char,404,account.asset,,,,,,,"Computed",No
18498,activity_type_icon,"Activity Type Icon",char,404,account.asset,,,,,,,"Computed",No
7704,activity_type_id,"Next Activity Type",many2one,404,account.asset,mail.activity.type,153,,,,,"mail.activity.type.id",No
7703,activity_user_id,"Responsible User",many2one,404,account.asset,res.users,90,,,,,"res.users.id",No
18512,already_depreciated_amount_import,"Already Depreciated Amount Import",monetary,404,account.asset,,,,,,,"account.asset.already_depreciated_amount_import",Yes
29722,analytic_distribution,"Analytic Distribution",json,404,account.asset,,,,,,,"account.asset.analytic_distribution",Yes
29723,analytic_distribution_search,"Analytic Distribution Search",json,404,account.asset,,,,,,,"Computed",No
29724,analytic_precision,"Analytic Precision",integer,404,account.asset,,,,,,,"Computed",No
29742,asset_lifetime_days,"Asset Lifetime Days",float,404,account.asset,,,,,,,"Computed",No
29743,asset_paused_days,"Asset Paused Days",float,404,account.asset,,,,,,,"account.asset.asset_paused_days",Yes
7686,book_value,"Book Value",monetary,404,account.asset,,,,,,,"account.asset.book_value",Yes
7702,children_ids,"Children",one2many,404,account.asset,account.asset,404,parent_id,,,,"account.asset.parent_id",Yes
7671,company_id,"Company",many2one,404,account.asset,res.company,87,,,,,"res.company.id",Yes
7709,create_date,"Created on",datetime,404,account.asset,,,,,,,"account.asset.create_date",Yes
7708,create_uid,"Created by",many2one,404,account.asset,res.users,90,,,,,"res.users.id",Yes
7670,currency_id,"Currency",many2one,404,account.asset,res.currency,85,,,,,"res.currency.id",Yes
7666,depreciation_entries_count,"# Posted Depreciation Entries",integer,404,account.asset,,,,,,,"Computed",No
7690,depreciation_move_ids,"Depreciation Lines",one2many,404,account.asset,account.move,311,asset_id,,,,"account.move.asset_id",Yes
7700,display_account_asset_id,"Display Account Asset",boolean,404,account.asset,,,,,,,"Computed",No
7707,display_name,"Display Name",char,404,account.asset,,,,,,,"Computed",No
7696,disposal_date,"Disposal Date",date,404,account.asset,,,,,,,"account.asset.disposal_date",Yes
52518,distribution_analytic_account_ids,"Distribution Analytic Account",many2many,404,account.asset,account.analytic.account,177,,,,,"",No
7667,gross_increase_count,"# Gross Increases",integer,404,account.asset,,,,,,,"Computed",No
7689,gross_increase_value,"Gross Increase Value",monetary,404,account.asset,,,,,,,"Computed",No
27043,has_message,"Has Message",boolean,404,account.asset,,,,,,,"Computed",No
7706,id,"ID",integer,404,account.asset,,,,,,,"account.asset.id",Yes
7684,journal_id,"Journal",many2one,404,account.asset,account.journal,296,,,,,"account.journal.id",Yes
7662,message_attachment_count,"Attachment Count",integer,404,account.asset,,,,,,,"Computed",No
7652,message_follower_ids,"Followers",one2many,404,account.asset,mail.followers,150,res_id,,,,"mail.followers.res_id",Yes
7660,message_has_error,"Message Delivery error",boolean,404,account.asset,,,,,,,"Computed",No
7661,message_has_error_counter,"Number of errors",integer,404,account.asset,,,,,,,"Computed",No
7665,message_has_sms_error,"SMS Delivery error",boolean,404,account.asset,,,,,,,"Computed",No
7655,message_ids,"Messages",one2many,404,account.asset,mail.message,152,res_id,,,,"mail.message.res_id",Yes
7651,message_is_follower,"Is Follower",boolean,404,account.asset,,,,,,,"Computed",No
7658,message_needaction,"Action Needed",boolean,404,account.asset,,,,,,,"Computed",No
7659,message_needaction_counter,"Number of Actions",integer,404,account.asset,,,,,,,"Computed",No
7653,message_partner_ids,"Followers (Partners)",many2many,404,account.asset,res.partner,78,,,,,"",No
7675,method,"Method",selection,404,account.asset,,,,,,,"account.asset.method",Yes
7676,method_number,"Duration",integer,404,account.asset,,,,,,,"account.asset.method_number",Yes
7677,method_period,"Number of Months in a Period",selection,404,account.asset,,,,,,,"account.asset.method_period",Yes
7678,method_progress_factor,"Declining Factor",float,404,account.asset,,,,,,,"account.asset.method_progress_factor",Yes
7697,model_id,"Model",many2one,404,account.asset,account.asset,404,,,,,"account.asset.id",Yes
18499,my_activity_date_deadline,"My Activity Deadline",date,404,account.asset,,,,,,,"Computed",No
7669,name,"Asset Name",char,404,account.asset,,,,,,,"account.asset.name",Yes
27120,non_deductible_tax_value,"Non Deductible Tax Value",monetary,404,account.asset,,,,,,,"account.asset.non_deductible_tax_value",Yes
7691,original_move_line_ids,"Journal Items",many2many,404,account.asset,account.move.line,312,,asset_move_line_rel,asset_id,line_id,"Junction: asset_move_line_rel",Yes
7685,original_value,"Original Value",monetary,404,account.asset,,,,,,,"account.asset.original_value",Yes
7701,parent_id,"Parent",many2one,404,account.asset,account.asset,404,,,,,"account.asset.id",Yes
29735,paused_prorata_date,"Paused Prorata Date",date,404,account.asset,,,,,,,"Computed",No
29733,prorata_computation_type,"Computation",selection,404,account.asset,,,,,,,"account.asset.prorata_computation_type",Yes
7680,prorata_date,"Prorata Date",date,404,account.asset,,,,,,,"account.asset.prorata_date",Yes
