Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Related_Model_Display_Name,Stored,Required,Readonly
2988,create_date,"Created on",datetime,195,product.supplierinfo,,,"",Yes,No,Yes
2987,create_uid,"Created by",many2one,195,product.supplierinfo,res.users,90,"User",Yes,No,Yes
2978,currency_id,"Currency",many2one,195,product.supplierinfo,res.currency,85,"Currency",Yes,Yes,No
2980,date_end,"End Date",date,195,product.supplierinfo,,,"",Yes,No,No
2979,date_start,"Start Date",date,195,product.supplierinfo,,,"",Yes,No,No
2984,delay,"Delivery Lead Time",integer,195,product.supplierinfo,,,"",Yes,Yes,No
33854,discount,"Discount (%)",float,195,product.supplierinfo,,,"",Yes,No,No
2986,display_name,"Display Name",char,195,product.supplierinfo,,,"",No,No,Yes
2985,id,"ID",integer,195,product.supplierinfo,,,"",Yes,No,Yes
20204,is_subcontractor,"Subcontracted",boolean,195,product.supplierinfo,,,"",No,No,Yes
27000,last_purchase_date,"Last Purchase",date,195,product.supplierinfo,,,"",No,No,Yes
2975,min_qty,"Quantity",float,195,product.supplierinfo,,,"",Yes,Yes,No
2970,partner_id,"Vendor",many2one,195,product.supplierinfo,res.partner,78,"Contact",Yes,Yes,No
2976,price,"Price",float,195,product.supplierinfo,,,"",Yes,Yes,No
33845,price_discounted,"Discounted Price",float,195,product.supplierinfo,,,"",No,No,Yes
2972,product_code,"Vendor Product Code",char,195,product.supplierinfo,,,"",Yes,No,No
2981,product_id,"Product Variant",many2one,195,product.supplierinfo,product.product,193,"Product Variant",Yes,No,No
2971,product_name,"Vendor Product Name",char,195,product.supplierinfo,,,"",Yes,No,No
2982,product_tmpl_id,"Product Template",many2one,195,product.supplierinfo,product.template,191,"Product",Yes,No,No
2974,product_uom,"Unit of Measure",many2one,195,product.supplierinfo,uom.uom,127,"Product Unit of Measure",No,No,Yes
2983,product_variant_count,"Variant Count",integer,195,product.supplierinfo,,,"",No,No,Yes
2973,sequence,"Sequence",integer,195,product.supplierinfo,,,"",Yes,No,No
27001,show_set_supplier_button,"Show Set Supplier Button",boolean,195,product.supplierinfo,,,"",No,No,Yes
2990,write_date,"Last Updated on",datetime,195,product.supplierinfo,,,"",Yes,No,Yes
2989,write_uid,"Last Updated by",many2one,195,product.supplierinfo,res.users,90,"User",Yes,No,Yes
27701,color,"Color",char,1669,product.tag,,,"",Yes,No,No
27709,create_date,"Created on",datetime,1669,product.tag,,,"",Yes,No,Yes
27708,create_uid,"Created by",many2one,1669,product.tag,res.users,90,"User",Yes,No,Yes
27707,display_name,"Display Name",char,1669,product.tag,,,"",No,No,Yes
27705,id,"ID",integer,1669,product.tag,,,"",Yes,No,Yes
45739,image,"Image",binary,1669,product.tag,,,"",Yes,No,No
27700,name,"Name",char,1669,product.tag,,,"",Yes,Yes,No
27704,product_ids,"All Product Variants using this Tag",many2many,1669,product.tag,product.product,193,"Product Variant",No,No,Yes
27703,product_product_ids,"Product Variants",many2many,1669,product.tag,product.product,193,"Product Variant",Yes,No,No
27702,product_template_ids,"Product Templates",many2many,1669,product.tag,product.template,191,"Product",Yes,No,No
45738,visible_on_ecommerce,"Visible on eCommerce",boolean,1669,product.tag,,,"",Yes,No,No
29881,website_id,"Website",many2one,1669,product.tag,website,1324,"Website",Yes,No,No
27711,write_date,"Last Updated on",datetime,1669,product.tag,,,"",Yes,No,Yes
27710,write_uid,"Last Updated by",many2one,1669,product.tag,res.users,90,"User",Yes,No,Yes
22672,accessory_product_ids,"Accessory Products",many2many,191,product.template,product.product,193,"Product Variant",Yes,No,No
25873,account_tag_ids,"Account Tags",many2many,191,product.template,account.account.tag,290,"Account Tag",Yes,No,No
2830,active,"Active",boolean,191,product.template,,,"",Yes,No,No
25091,activity_calendar_event_id,"Next Activity Calendar Event",many2one,191,product.template,calendar.event,184,"Calendar Event",No,No,Yes
2786,activity_date_deadline,"Next Activity Deadline",date,191,product.template,,,"",No,No,Yes
2787,activity_exception_decoration,"Activity Exception Decoration",selection,191,product.template,,,"",No,No,Yes
2788,activity_exception_icon,"Icon",char,191,product.template,,,"",No,No,Yes
2784,activity_ids,"Activities",one2many,191,product.template,mail.activity,154,"Activity",Yes,No,No
2785,activity_state,"Activity State",selection,191,product.template,,,"",No,No,Yes
2849,activity_summary,"Next Activity Summary",char,191,product.template,,,"",No,No,No
16501,activity_type_icon,"Activity Type Icon",char,191,product.template,,,"",No,No,Yes
2848,activity_type_id,"Next Activity Type",many2one,191,product.template,mail.activity.type,153,"Activity Type",No,No,No
2847,activity_user_id,"Responsible User",many2one,191,product.template,res.users,90,"User",No,No,Yes
22671,alternative_product_ids,"Alternative Products",many2many,191,product.template,product.template,191,"Product",Yes,No,No
48527,approver_id,"Approver",many2one,191,product.template,res.users,90,"User",Yes,No,No
2833,attribute_line_ids,"Product Attributes",one2many,191,product.template,product.template.attribute.line,198,"Product Template Attribute Line",Yes,No,No
9199,auto_add_to_sale,"Auto Add to Sale",boolean,191,product.template,,,"",Yes,No,No
2838,barcode,"Barcode",char,191,product.template,,,"",No,No,No
27108,base_unit_count,"Base Unit Count",float,191,product.template,,,"",Yes,Yes,No
27109,base_unit_id,"Custom Unit of Measure",many2one,191,product.template,website.base.unit,1597,"Unit of Measure for price per unit on eCommerce products.",Yes,No,No
27111,base_unit_name,"Base Unit Name",char,191,product.template,,,"",No,No,Yes
27110,base_unit_price,"Price Per Unit",monetary,191,product.template,,,"",No,No,Yes
9203,board_calculator_id,"Board Calculator",many2one,191,product.template,board.calculator,468,"Board Calculator",Yes,No,No
15085,board_consumption,"Board Consumption",float,191,product.template,,,"",No,No,Yes
4756,bom_count,"# Bill of Material",integer,191,product.template,,,"",No,No,Yes
4755,bom_ids,"Bill of Materials",one2many,191,product.template,mrp.bom,266,"Bill of Material",Yes,No,No
4754,bom_line_ids,"BoM Components",one2many,191,product.template,mrp.bom.line,267,"Bill of Material Line",Yes,No,No
2841,can_image_1024_be_zoomed,"Can Image 1024 be zoomed",boolean,191,product.template,,,"",Yes,No,Yes
22668,can_publish,"Can Publish",boolean,191,product.template,,,"",No,No,Yes
2809,categ_id,"Product Category",many2one,191,product.template,product.category,192,"Product Category",Yes,Yes,No
9201,category_type,"Category Type",selection,191,product.template,,,"",No,No,Yes
2831,color,"Color Index",integer,191,product.template,,,"",Yes,No,No
2826,company_id,"Company",many2one,191,product.template,res.company,87,"Companies",Yes,No,No
29890,compare_list_price,"Compare to Price",monetary,191,product.template,,,"",Yes,No,No
2811,cost_currency_id,"Cost Currency",many2one,191,product.template,res.currency,85,"Currency",No,No,Yes
7065,cost_method,"Costing Method",selection,191,product.template,,,"",No,No,Yes
29938,country_of_origin,"Origin of Goods",many2one,191,product.template,res.country,71,"Country",Yes,No,No
2853,create_date,"Created on",datetime,191,product.template,,,"",Yes,No,Yes
2852,create_uid,"Created by",many2one,191,product.template,res.users,90,"User",Yes,No,Yes
20273,cubicles,"Cubicles",float,191,product.template,,,"",Yes,No,No
2810,currency_id,"Currency",many2one,191,product.template,res.currency,85,"Currency",No,No,Yes
2839,default_code,"Internal Reference",char,191,product.template,,,"",Yes,No,No
2804,description,"Description",html,191,product.template,,,"",Yes,No,No
45760,description_ecommerce,"eCommerce Description",html,191,product.template,,,"",Yes,No,No
4016,description_picking,"Description on Picking",text,191,product.template,,,"",Yes,No,No
4018,description_pickingin,"Description on Receptions",text,191,product.template,,,"",Yes,No,No
4017,description_pickingout,"Description on Delivery Orders",text,191,product.template,,,"",Yes,No,No
2805,description_purchase,"Purchase Description",text,191,product.template,,,"",Yes,No,No
2806,description_sale,"Sales Description",text,191,product.template,,,"",Yes,No,No
2807,detailed_type,"Product Type",selection,191,product.template,,,"",Yes,Yes,No
2851,display_name,"Display Name",char,191,product.template,,,"",No,No,Yes
30112,documents_allowed_company_id,"Documents Allowed Company",many2one,191,product.template,res.company,87,"Companies",No,No,Yes
7372,expense_policy,"Re-Invoice Expenses",selection,191,product.template,,,"",Yes,No,No
42133,fiscal_country_codes,"Fiscal Country Codes",char,191,product.template,,,"",No,No,Yes
17669,has_available_route_ids,"Routes can be selected on this product",boolean,191,product.template,,,"",No,No,Yes
2842,has_configurable_attributes,"Is a configurable product",boolean,191,product.template,,,"",Yes,No,Yes
25092,has_message,"Has Message",boolean,191,product.template,,,"",No,No,Yes
15083,height,"Board Height",float,191,product.template,,,"",Yes,No,No
21707,hs_code,"HS Code",char,191,product.template,,,"",Yes,No,No
2850,id,"ID",integer,191,product.template,,,"",Yes,No,Yes
2843,image_1024,"Image 1024",binary,191,product.template,,,"",Yes,No,Yes
2846,image_128,"Image 128",binary,191,product.template,,,"",Yes,No,Yes
2783,image_1920,"Image",binary,191,product.template,,,"",Yes,No,No
2845,image_256,"Image 256",binary,191,product.template,,,"",Yes,No,Yes
2844,image_512,"Image 512",binary,191,product.template,,,"",Yes,No,Yes
4021,incoming_qty,"Incoming",float,191,product.template,,,"",No,No,Yes
7375,invoice_policy,"Invoicing Policy",selection,191,product.template,,,"",Yes,No,No
9202,is_cubicle_product,"Is Cubicle Product",boolean,191,product.template,,,"",Yes,No,No
26741,is_kits,"Is Kits",boolean,191,product.template,,,"",No,No,Yes
2832,is_product_variant,"Is a product variant",boolean,191,product.template,,,"",No,No,Yes
22667,is_published,"Is Published",boolean,191,product.template,,,"",Yes,No,No
22659,is_seo_optimized,"SEO optimized",boolean,191,product.template,,,"",No,No,Yes
20059,landed_cost_ok,"Is a Landed Cost",boolean,191,product.template,,,"",Yes,No,No
2813,list_price,"Sales Price",float,191,product.template,,,"",Yes,No,Yes
4023,location_id,"Location",many2one,191,product.template,stock.location,226,"Inventory Locations",No,No,No
15387,maximum,"Maximum",float,191,product.template,,,"",Yes,No,No
2800,message_attachment_count,"Attachment Count",integer,191,product.template,,,"",No,No,Yes
2790,message_follower_ids,"Followers",one2many,191,product.template,mail.followers,150,"Document Followers",Yes,No,No
2798,message_has_error,"Message Delivery error",boolean,191,product.template,,,"",No,No,Yes
2799,message_has_error_counter,"Number of errors",integer,191,product.template,,,"",No,No,Yes
3419,message_has_sms_error,"SMS Delivery error",boolean,191,product.template,,,"",No,No,Yes
2793,message_ids,"Messages",one2many,191,product.template,mail.message,152,"Message",Yes,No,No
2789,message_is_follower,"Is Follower",boolean,191,product.template,,,"",No,No,Yes
2796,message_needaction,"Action Needed",boolean,191,product.template,,,"",No,No,Yes
2797,message_needaction_counter,"Number of Actions",integer,191,product.template,,,"",No,No,Yes
2791,message_partner_ids,"Followers (Partners)",many2many,191,product.template,res.partner,78,"Contact",No,No,No
15086,meter2,"Board meter2",float,191,product.template,,,"",No,No,Yes
15386,minimum,"Minimum",float,191,product.template,,,"",Yes,No,No
4758,mrp_product_qty,"Manufactured",float,191,product.template,,,"",No,No,Yes
16502,my_activity_date_deadline,"My Activity Deadline",date,191,product.template,,,"",No,No,Yes
2802,name,"Name",char,191,product.template,,,"",Yes,Yes,No
26462,nbr_moves_in,"Nbr Moves In",integer,191,product.template,,,"",No,No,Yes
26463,nbr_moves_out,"Nbr Moves Out",integer,191,product.template,,,"",No,No,Yes
4026,nbr_reordering_rules,"Reordering Rules",integer,191,product.template,,,"",No,No,Yes
16078,non_discount,"Non discount",boolean,191,product.template,,,"",Yes,No,No
20302,optional_product_ids,"Optional Products",many2many,191,product.template,product.template,191,"Product",Yes,No,No
4022,outgoing_qty,"Outgoing",float,191,product.template,,,"",No,No,Yes
2827,packaging_ids,"Product Packages",one2many,191,product.template,product.packaging,1470,"Product Packaging",No,No,No
20927,pending_forecast,"Pending Forecast Quantity",float,191,product.template,,,"",No,No,Yes
15413,picking_count,"Transfers",integer,191,product.template,,,"",No,No,Yes
15412,picking_ids,"Picking",many2many,191,product.template,stock.picking,232,"Transfer",No,No,Yes
27135,planning_enabled,"Plan Services",boolean,191,product.template,,,"",Yes,No,No
27136,planning_role_id,"Planning Role",many2one,191,product.template,planning.role,1244,"Planning Role",Yes,No,No
15397,po_count,"Purchase Orders",integer,191,product.template,,,"",No,No,Yes
15396,po_ids,"Po",many2many,191,product.template,purchase.order,370,"Purchase Order",No,No,Yes
2840,pricelist_item_count,"Number of price rules",integer,191,product.template,,,"",No,No,Yes
25101,priority,"Favorite",selection,191,product.template,,,"",Yes,No,No
20321,product_add_mode,"Add product mode",selection,191,product.template,,,"",Yes,No,No
33572,product_document_count,"Documents Count",integer,191,product.template,,,"",No,No,Yes
33571,product_document_ids,"Documents",one2many,191,product.template,product.document,1890,"Product Document",Yes,No,No
33578,product_properties,"Properties",properties,191,product.template,,,"",Yes,No,No
27686,product_tag_ids,"Product Template Tags",many2many,191,product.template,product.tag,1669,"Product Tag",Yes,No,No
22678,product_template_image_ids,"Extra Product Media",one2many,191,product.template,product.image,1340,"Product Image",Yes,No,No
25100,product_tooltip,"Product Tooltip",char,191,product.template,,,"",No,No,Yes
2837,product_variant_count,"# Product Variants",integer,191,product.template,,,"",No,No,Yes
2836,product_variant_id,"Product",many2one,191,product.template,product.product,193,"Product Variant",No,No,Yes
2835,product_variant_ids,"Products",one2many,191,product.template,product.product,193,"Product Variant",Yes,Yes,No
18569,project_id,"Project",many2one,191,product.template,project.project,435,"Project",No,No,No
18570,project_template_id,"Project Template",many2one,191,product.template,project.project,435,"Project",No,No,No
30113,project_template_use_documents,"Project Template - Documents",boolean,191,product.template,,,"",No,No,Yes
6974,property_account_creditor_price_difference,"Price Difference Account",many2one,191,product.template,account.account,292,"Account",No,No,No
5834,property_account_expense_id,"Expense Account",many2one,191,product.template,account.account,292,"Account",No,No,No
5833,property_account_income_id,"Income Account",many2one,191,product.template,account.account,292,"Account",No,No,No
4013,property_stock_inventory,"Inventory Location",many2one,191,product.template,stock.location,226,"Inventory Locations",No,No,No
4012,property_stock_production,"Production Location",many2one,191,product.template,stock.location,226,"Inventory Locations",No,No,No
22677,public_categ_ids,"Website Product Category",many2many,191,product.template,product.public.category,1342,"Website Product Category",Yes,No,No
6977,purchase_line_warn,"Purchase Order Line Warning",selection,191,product.template,,,"",Yes,Yes,No
6978,purchase_line_warn_msg,"Message for Purchase Order Line",text,191,product.template,,,"",Yes,No,No
6976,purchase_method,"Control Policy",selection,191,product.template,,,"",Yes,No,No
2821,purchase_ok,"Can be Purchased",boolean,191,product.template,,,"",Yes,No,No
6975,purchased_product_qty,"Purchased",float,191,product.template,,,"",No,No,Yes
4019,qty_available,"Quantity On Hand",float,191,product.template,,,"",No,No,Yes
49894,quality_control_point_qty,"Quality Control Point Qty",integer,191,product.template,,,"",No,No,Yes
49896,quality_fail_qty,"Quality Fail Qty",integer,191,product.template,,,"",No,No,Yes
49895,quality_pass_qty,"Quality Pass Qty",integer,191,product.template,,,"",No,No,Yes
22658,rating_avg,"Average Rating",float,191,product.template,,,"",No,No,Yes
29885,rating_avg_text,"Rating Avg Text",selection,191,product.template,,,"",No,No,Yes
22657,rating_count,"Rating count",integer,191,product.template,,,"",No,No,Yes
22653,rating_ids,"Ratings",one2many,191,product.template,rating.rating,431,"Rating",Yes,No,No
22655,rating_last_feedback,"Rating Last Feedback",text,191,product.template,,,"",No,No,Yes
22656,rating_last_image,"Rating Last Image",binary,191,product.template,,,"",No,No,Yes
29887,rating_last_text,"Rating Text",selection,191,product.template,,,"",No,No,Yes
22654,rating_last_value,"Rating Last Value",float,191,product.template,,,"",Yes,No,Yes
29886,rating_percentage_satisfaction,"Rating Satisfaction",float,191,product.template,,,"",No,No,Yes
4028,reordering_max_qty,"Reordering Max Qty",float,191,product.template,,,"",No,No,Yes
4027,reordering_min_qty,"Reordering Min Qty",float,191,product.template,,,"",No,No,Yes
15388,require,"Require",float,191,product.template,,,"",No,No,Yes
4011,responsible_id,"Responsible",many2one,191,product.template,res.users,90,"User",No,No,No
4029,route_from_categ_ids,"Category Routes",many2many,191,product.template,stock.route,227,"Inventory Routes",No,No,Yes
4025,route_ids,"Routes",many2many,191,product.template,stock.route,227,"Inventory Routes",Yes,No,No
4014,sale_delay,"Customer Lead Time",integer,191,product.template,,,"",Yes,No,No
7370,sale_line_warn,"Sales Order Line",selection,191,product.template,,,"",Yes,Yes,No
7371,sale_line_warn_msg,"Message for Sales Order Line",text,191,product.template,,,"",Yes,No,No
2820,sale_ok,"Can be Sold",boolean,191,product.template,,,"",Yes,No,No
7374,sales_count,"Sold",float,191,product.template,,,"",No,No,Yes
2828,seller_ids,"Vendors",one2many,191,product.template,product.supplierinfo,195,"Supplier Pricelist",Yes,No,No
22664,seo_name,"Seo name",char,191,product.template,,,"",Yes,No,No
2803,sequence,"Sequence",integer,191,product.template,,,"",Yes,No,No
29963,service_policy,"Service Invoicing Policy",selection,191,product.template,,,"",No,No,No
7905,service_to_purchase,"Subcontract Service",boolean,191,product.template,,,"",No,No,No
18568,service_tracking,"Create on Order",selection,191,product.template,,,"",Yes,No,No
7369,service_type,"Track Service",selection,191,product.template,,,"",Yes,No,No
26466,show_forecasted_qty_status_button,"Show Forecasted Qty Status Button",boolean,191,product.template,,,"",No,No,Yes
26465,show_on_hand_qty_status_button,"Show On Hand Qty Status Button",boolean,191,product.template,,,"",No,No,Yes
20060,split_method_landed_cost,"Default Split Method",selection,191,product.template,,,"",Yes,No,No
15418,standard_cost,"Standard Cost",float,191,product.template,,,"",No,No,Yes
19170,standard_cost_manual,"Standard Cost Manual",float,191,product.template,,,"",Yes,No,No
2815,standard_price,"Cost",float,191,product.template,,,"",No,No,No
15547,storage_loc,"Storage Loc",many2one,191,product.template,product.storage.location,801,"product storage location",Yes,No,No
5832,supplier_taxes_id,"Vendor Taxes",many2many,191,product.template,account.tax,298,"Tax",Yes,No,No
9200,system_default_product_ids,"Default Components",many2many,191,product.template,product.product,193,"Product Variant",Yes,No,No
25872,tax_string,"Tax String",char,191,product.template,,,"",No,No,Yes
5831,taxes_id,"Customer Taxes",many2many,191,product.template,account.tax,298,"Tax",Yes,No,No
30114,template_folder_id,"Workspace Template",many2one,191,product.template,documents.folder,816,"Documents Workspace",No,No,No
4015,tracking,"Tracking",selection,191,product.template,,,"",Yes,Yes,No
25095,type,"Type",selection,191,product.template,,,"",Yes,No,No
2823,uom_id,"Unit of Measure",many2one,191,product.template,uom.uom,127,"Product Unit of Measure",Yes,Yes,No
2824,uom_name,"Unit of Measure Name",char,191,product.template,,,"",No,No,Yes
2825,uom_po_id,"Purchase UoM",many2one,191,product.template,uom.uom,127,"Product Unit of Measure",Yes,Yes,No
4757,used_in_bom_count,"# of BoM Where is Used",integer,191,product.template,,,"",No,No,Yes
2834,valid_product_template_attribute_line_ids,"Valid Product Attribute Lines",many2many,191,product.template,product.template.attribute.line,198,"Product Template Attribute Line",No,No,Yes
7066,valuation,"Inventory Valuation",selection,191,product.template,,,"",No,No,Yes
2829,variant_seller_ids,"Variant Seller",one2many,191,product.template,product.supplierinfo,195,"Supplier Pricelist",Yes,No,No
4020,virtual_available,"Forecasted Quantity",float,191,product.template,,,"",No,No,Yes
7373,visible_expense_policy,"Re-Invoice Policy visible",boolean,191,product.template,,,"",No,No,Yes
2816,volume,"Volume",float,191,product.template,,,"",Yes,No,No
2817,volume_uom_name,"Volume unit of measure label",char,191,product.template,,,"",No,No,Yes
4024,warehouse_id,"Warehouse",many2one,191,product.template,stock.warehouse,237,"Warehouse",No,No,No
22670,website_description,"Description for the website",html,191,product.template,,,"",Yes,No,No
22666,website_id,"Website",many2one,191,product.template,website,1324,"Website",Yes,No,No
3280,website_message_ids,"Website Messages",one2many,191,product.template,mail.message,152,"Message",Yes,No,No
22661,website_meta_description,"Website meta description",text,191,product.template,,,"",Yes,No,No
22662,website_meta_keywords,"Website meta keywords",char,191,product.template,,,"",Yes,No,No
22663,website_meta_og_img,"Website opengraph image",char,191,product.template,,,"",Yes,No,No
22660,website_meta_title,"Website meta title",char,191,product.template,,,"",Yes,No,No
22665,website_published,"Visible on current website",boolean,191,product.template,,,"",No,No,No
22675,website_ribbon_id,"Ribbon",many2one,191,product.template,product.ribbon,1341,"Product ribbon",Yes,No,No
22676,website_sequence,"Website Sequence",integer,191,product.template,,,"",Yes,No,No
22673,website_size_x,"Size X",integer,191,product.template,,,"",Yes,No,No
22674,website_size_y,"Size Y",integer,191,product.template,,,"",Yes,No,No
22669,website_url,"Website URL",char,191,product.template,,,"",No,No,Yes
2818,weight,"Weight",float,191,product.template,,,"",Yes,No,No
2819,weight_uom_name,"Weight unit of measure label",char,191,product.template,,,"",No,No,Yes
15084,width,"Board Width",float,191,product.template,,,"",Yes,No,No
2855,write_date,"Last Updated on",datetime,191,product.template,,,"",Yes,No,Yes
2854,write_uid,"Last Updated by",many2one,191,product.template,res.users,90,"User",Yes,No,Yes
3052,create_date,"Created on",datetime,200,product.template.attribute.exclusion,,,"",Yes,No,Yes
3051,create_uid,"Created by",many2one,200,product.template.attribute.exclusion,res.users,90,"User",Yes,No,Yes
3050,display_name,"Display Name",char,200,product.template.attribute.exclusion,,,"",No,No,Yes
3049,id,"ID",integer,200,product.template.attribute.exclusion,,,"",Yes,No,Yes
3046,product_template_attribute_value_id,"Attribute Value",many2one,200,product.template.attribute.exclusion,product.template.attribute.value,199,"Product Template Attribute Value",Yes,No,No
3047,product_tmpl_id,"Product Template",many2one,200,product.template.attribute.exclusion,product.template,191,"Product",Yes,Yes,No
3048,value_ids,"Attribute Values",many2many,200,product.template.attribute.exclusion,product.template.attribute.value,199,"Product Template Attribute Value",Yes,No,No
3054,write_date,"Last Updated on",datetime,200,product.template.attribute.exclusion,,,"",Yes,No,Yes
3053,write_uid,"Last Updated by",many2one,200,product.template.attribute.exclusion,res.users,90,"User",Yes,No,Yes
3018,active,"Active",boolean,198,product.template.attribute.line,,,"",Yes,No,No
3020,attribute_id,"Attribute",many2one,198,product.template.attribute.line,product.attribute,196,"Product Attribute",Yes,Yes,No
3026,create_date,"Created on",datetime,198,product.template.attribute.line,,,"",Yes,No,Yes
3025,create_uid,"Created by",many2one,198,product.template.attribute.line,res.users,90,"User",Yes,No,Yes
3024,display_name,"Display Name",char,198,product.template.attribute.line,,,"",No,No,Yes
3023,id,"ID",integer,198,product.template.attribute.line,,,"",Yes,No,Yes
3022,product_template_value_ids,"Product Attribute Values",one2many,198,product.template.attribute.line,product.template.attribute.value,199,"Product Template Attribute Value",Yes,No,No
3019,product_tmpl_id,"Product Template",many2one,198,product.template.attribute.line,product.template,191,"Product",Yes,Yes,No
33874,sequence,"Sequence",integer,198,product.template.attribute.line,,,"",Yes,No,No
25132,value_count,"Value Count",integer,198,product.template.attribute.line,,,"",Yes,No,Yes
3021,value_ids,"Values",many2many,198,product.template.attribute.line,product.attribute.value,197,"Attribute Value",Yes,No,No
3028,write_date,"Last Updated on",datetime,198,product.template.attribute.line,,,"",Yes,No,Yes
3027,write_uid,"Last Updated by",many2one,198,product.template.attribute.line,res.users,90,"User",Yes,No,Yes
3037,attribute_id,"Attribute",many2one,199,product.template.attribute.value,product.attribute,196,"Product Attribute",Yes,No,Yes
3033,attribute_line_id,"Attribute Line",many2one,199,product.template.attribute.value,product.template.attribute.line,198,"Product Template Attribute Line",Yes,Yes,No
25133,color,"Color",integer,199,product.template.attribute.value,,,"",Yes,No,No
3042,create_date,"Created on",datetime,199,product.template.attribute.value,,,"",Yes,No,Yes
3041,create_uid,"Created by",many2one,199,product.template.attribute.value,res.users,90,"User",Yes,No,Yes
16520,currency_id,"Currency",many2one,199,product.template.attribute.value,res.currency,85,"Currency",No,No,Yes
3040,display_name,"Display Name",char,199,product.template.attribute.value,,,"",No,No,Yes
7357,display_type,"Display Type",selection,199,product.template.attribute.value,,,"",No,No,Yes
3035,exclude_for,"Exclude for",one2many,199,product.template.attribute.value,product.template.attribute.exclusion,200,"Product Template Attribute Exclusion",Yes,No,No
7355,html_color,"HTML Color Index",char,199,product.template.attribute.value,,,"",No,No,Yes
3039,id,"ID",integer,199,product.template.attribute.value,,,"",Yes,No,Yes
33908,image,"Image",binary,199,product.template.attribute.value,,,"",No,No,Yes
7356,is_custom,"Is custom value",boolean,199,product.template.attribute.value,,,"",No,No,Yes
3031,name,"Value",char,199,product.template.attribute.value,,,"",No,No,Yes
3034,price_extra,"Value Price Extra",float,199,product.template.attribute.value,,,"",Yes,No,No
3032,product_attribute_value_id,"Attribute Value",many2one,199,product.template.attribute.value,product.attribute.value,197,"Attribute Value",Yes,Yes,No
3036,product_tmpl_id,"Product Template",many2one,199,product.template.attribute.value,product.template,191,"Product",Yes,No,Yes
3030,ptav_active,"Active",boolean,199,product.template.attribute.value,,,"",Yes,No,No
3038,ptav_product_variant_ids,"Related Variants",many2many,199,product.template.attribute.value,product.product,193,"Product Variant",Yes,No,Yes
3044,write_date,"Last Updated on",datetime,199,product.template.attribute.value,,,"",Yes,No,Yes
3043,write_uid,"Last Updated by",many2one,199,product.template.attribute.value,res.users,90,"User",Yes,No,Yes
26303,create_date,"Created on",datetime,1549,project.collaborator,,,"",Yes,No,Yes
26302,create_uid,"Created by",many2one,1549,project.collaborator,res.users,90,"User",Yes,No,Yes
26301,display_name,"Display Name",char,1549,project.collaborator,,,"",No,No,Yes
26299,id,"ID",integer,1549,project.collaborator,,,"",Yes,No,Yes
28882,partner_email,"Email",char,1549,project.collaborator,,,"",No,No,Yes
26298,partner_id,"Collaborator",many2one,1549,project.collaborator,res.partner,78,"Contact",Yes,Yes,Yes
26297,project_id,"Project Shared",many2one,1549,project.collaborator,project.project,435,"Project",Yes,Yes,Yes
26305,write_date,"Last Updated on",datetime,1549,project.collaborator,,,"",Yes,No,Yes
26304,write_uid,"Last Updated by",many2one,1549,project.collaborator,res.users,90,"User",Yes,No,Yes
29975,allow_billable,"Billable",boolean,1544,project.milestone,,,"",No,No,Yes
28805,can_be_marked_as_done,"Can Be Marked As Done",boolean,1544,project.milestone,,,"",No,No,Yes
26152,create_date,"Created on",datetime,1544,project.milestone,,,"",Yes,No,Yes
26151,create_uid,"Created by",many2one,1544,project.milestone,res.users,90,"User",Yes,No,Yes
26143,deadline,"Deadline",date,1544,project.milestone,,,"",Yes,No,No
26150,display_name,"Display Name",char,1544,project.milestone,,,"",No,No,Yes
36909,done_task_count,"# of Done Tasks",integer,1544,project.milestone,,,"",No,No,Yes
26130,has_message,"Has Message",boolean,1544,project.milestone,,,"",No,No,Yes
26148,id,"ID",integer,1544,project.milestone,,,"",Yes,No,Yes
26146,is_deadline_exceeded,"Is Deadline Exceeded",boolean,1544,project.milestone,,,"",No,No,Yes
26147,is_deadline_future,"Is Deadline Future",boolean,1544,project.milestone,,,"",No,No,Yes
26144,is_reached,"Reached",boolean,1544,project.milestone,,,"",Yes,No,No
26137,message_attachment_count,"Attachment Count",integer,1544,project.milestone,,,"",No,No,Yes
26127,message_follower_ids,"Followers",one2many,1544,project.milestone,mail.followers,150,"Document Followers",Yes,No,No
26135,message_has_error,"Message Delivery error",boolean,1544,project.milestone,,,"",No,No,Yes
26136,message_has_error_counter,"Number of errors",integer,1544,project.milestone,,,"",No,No,Yes
26140,message_has_sms_error,"SMS Delivery error",boolean,1544,project.milestone,,,"",No,No,Yes
26129,message_ids,"Messages",one2many,1544,project.milestone,mail.message,152,"Message",Yes,No,No
26126,message_is_follower,"Is Follower",boolean,1544,project.milestone,,,"",No,No,Yes
26133,message_needaction,"Action Needed",boolean,1544,project.milestone,,,"",No,No,Yes
26134,message_needaction_counter,"Number of Actions",integer,1544,project.milestone,,,"",No,No,Yes
26128,message_partner_ids,"Followers (Partners)",many2many,1544,project.milestone,res.partner,78,"Contact",No,No,No
26141,name,"Name",char,1544,project.milestone,,,"",Yes,Yes,No
45976,product_uom,"Unit of Measure",many2one,1544,project.milestone,uom.uom,127,"Product Unit of Measure",No,No,Yes
45977,product_uom_qty,"Quantity",float,1544,project.milestone,,,"",No,No,No
