Field_ID,Field_Name,Field_Label,Field_Type,Model_ID,Model_Name,Related_Model,Related_Model_ID,Related_Model_Display_Name,Stored,Required,Readonly
28105,account_type,"Type",selection,292,account.account,,,"",Yes,Yes,No
51561,activity_calendar_event_id,"Next Activity Calendar Event",many2one,292,account.account,calendar.event,184,"Calendar Event",No,No,Yes
51556,activity_date_deadline,"Next Activity Deadline",date,292,account.account,,,"",No,No,Yes
51559,activity_exception_decoration,"Activity Exception Decoration",selection,292,account.account,,,"",No,No,Yes
51560,activity_exception_icon,"Icon",char,292,account.account,,,"",No,No,Yes
51551,activity_ids,"Activities",one2many,292,account.account,mail.activity,154,"Activity",Yes,No,No
51552,activity_state,"Activity State",selection,292,account.account,,,"",No,No,Yes
51558,activity_summary,"Next Activity Summary",char,292,account.account,,,"",No,No,No
51555,activity_type_icon,"Activity Type Icon",char,292,account.account,,,"",No,No,Yes
51554,activity_type_id,"Next Activity Type",many2one,292,account.account,mail.activity.type,153,"Activity Type",No,No,No
51553,activity_user_id,"Responsible User",many2one,292,account.account,res.users,90,"User",No,No,Yes
16689,allowed_journal_ids,"Allowed Journals",many2many,292,account.account,account.journal,296,"Journal",Yes,No,No
7641,asset_model,"Asset Model",many2one,292,account.account,account.asset,404,"Asset/Revenue Recognition",Yes,No,No
7643,can_create_asset,"Can Create Asset",boolean,292,account.account,,,"",No,No,Yes
5014,code,"Code",char,292,account.account,,,"",Yes,Yes,No
28102,company_currency_id,"Currency",many2one,292,account.account,res.currency,85,"Currency",No,No,Yes
5023,company_id,"Company",many2one,292,account.account,res.company,87,"Companies",Yes,Yes,No
7642,create_asset,"Create Asset",selection,292,account.account,,,"",Yes,Yes,No
5032,create_date,"Created on",datetime,292,account.account,,,"",Yes,No,Yes
5031,create_uid,"Created by",many2one,292,account.account,res.users,90,"User",Yes,No,Yes
5013,currency_id,"Account Currency",many2one,292,account.account,res.currency,85,"Currency",Yes,No,No
25633,current_balance,"Current Balance",float,292,account.account,,,"",No,No,Yes
5015,deprecated,"Deprecated",boolean,292,account.account,,,"",Yes,No,No
5030,display_name,"Display Name",char,292,account.account,,,"",No,No,Yes
18216,exclude_provision_currency_ids,"Exclude Provision Currency",many2many,292,account.account,res.currency,85,"Currency",Yes,No,No
7644,form_view_ref,"Form View Ref",char,292,account.account,,,"",No,No,Yes
5025,group_id,"Group",many2one,292,account.account,account.group,293,"Account Group",Yes,No,Yes
25614,has_message,"Has Message",boolean,292,account.account,,,"",No,No,Yes
5029,id,"ID",integer,292,account.account,,,"",Yes,No,Yes
28106,include_initial_balance,"Bring Accounts Balance Forward",boolean,292,account.account,,,"",Yes,No,Yes
5019,internal_group,"Internal Group",selection,292,account.account,,,"",Yes,No,Yes
25621,message_attachment_count,"Attachment Count",integer,292,account.account,,,"",No,No,Yes
25611,message_follower_ids,"Followers",one2many,292,account.account,mail.followers,150,"Document Followers",Yes,No,No
25619,message_has_error,"Message Delivery error",boolean,292,account.account,,,"",No,No,Yes
25620,message_has_error_counter,"Number of errors",integer,292,account.account,,,"",No,No,Yes
25624,message_has_sms_error,"SMS Delivery error",boolean,292,account.account,,,"",No,No,Yes
25613,message_ids,"Messages",one2many,292,account.account,mail.message,152,"Message",Yes,No,No
25610,message_is_follower,"Is Follower",boolean,292,account.account,,,"",No,No,Yes
25617,message_needaction,"Action Needed",boolean,292,account.account,,,"",No,No,Yes
25618,message_needaction_counter,"Number of Actions",integer,292,account.account,,,"",No,No,Yes
25612,message_partner_ids,"Followers (Partners)",many2many,292,account.account,res.partner,78,"Contact",No,No,No
18497,multiple_assets_per_line,"Multiple Assets per Line",boolean,292,account.account,,,"",Yes,No,No
51557,my_activity_date_deadline,"My Activity Deadline",date,292,account.account,,,"",No,No,Yes
5012,name,"Account Name",char,292,account.account,,,"",Yes,Yes,No
28111,non_trade,"Non Trade",boolean,292,account.account,,,"",Yes,No,No
5022,note,"Special Note",text,292,account.account,,,"",Yes,No,No
16692,opening_balance,"Opening Balance",monetary,292,account.account,,,"",No,No,No
5028,opening_credit,"Opening Credit",monetary,292,account.account,,,"",No,No,No
5027,opening_debit,"Opening Debit",monetary,292,account.account,,,"",No,No,No
41139,rating_ids,"Ratings",one2many,292,account.account,rating.rating,431,"Rating",Yes,No,No
5020,reconcile,"Allow Reconciliation",boolean,292,account.account,,,"",Yes,No,No
25634,related_taxes_amount,"Related Taxes Amount",integer,292,account.account,,,"",No,No,Yes
5026,root_id,"Root",many2one,292,account.account,account.root,294,"Account codes first 2 digits",Yes,No,Yes
5024,tag_ids,"Tags",many2many,292,account.account,account.account.tag,290,"Account Tag",Yes,No,No
5021,tax_ids,"Default Taxes",many2many,292,account.account,account.tax,298,"Tax",Yes,No,No
5016,used,"Used",boolean,292,account.account,,,"",No,No,Yes
25623,website_message_ids,"Website Messages",one2many,292,account.account,mail.message,152,"Message",Yes,No,No
5034,write_date,"Last Updated on",datetime,292,account.account,,,"",Yes,No,Yes
5033,write_uid,"Last Updated by",many2one,292,account.account,res.users,90,"User",Yes,No,Yes
4983,active,"Active",boolean,290,account.account.tag,,,"",Yes,No,No
4981,applicability,"Applicability",selection,290,account.account.tag,,,"",Yes,Yes,No
4982,color,"Color Index",integer,290,account.account.tag,,,"",Yes,No,No
4986,country_id,"Country",many2one,290,account.account.tag,res.country,71,"Country",Yes,No,No
4990,create_date,"Created on",datetime,290,account.account.tag,,,"",Yes,No,Yes
4989,create_uid,"Created by",many2one,290,account.account.tag,res.users,90,"User",Yes,No,Yes
4988,display_name,"Display Name",char,290,account.account.tag,,,"",No,No,Yes
4987,id,"ID",integer,290,account.account.tag,,,"",Yes,No,Yes
4980,name,"Tag Name",char,290,account.account.tag,,,"",Yes,Yes,No
4985,tax_negate,"Negate Tax Balance",boolean,290,account.account.tag,,,"",Yes,No,No
4992,write_date,"Last Updated on",datetime,290,account.account.tag,,,"",Yes,No,Yes
4991,write_uid,"Last Updated by",many2one,290,account.account.tag,res.users,90,"User",Yes,No,Yes
25930,account_id,"Accrual Account",many2one,1530,account.accrued.orders.wizard,account.account,292,"Account",Yes,Yes,No
25928,amount,"Amount",monetary,1530,account.accrued.orders.wizard,,,"",Yes,No,No
25924,company_id,"Company",many2one,1530,account.accrued.orders.wizard,res.company,87,"Companies",Yes,No,No
25937,create_date,"Created on",datetime,1530,account.accrued.orders.wizard,,,"",Yes,No,Yes
25936,create_uid,"Created by",many2one,1530,account.accrued.orders.wizard,res.users,90,"User",Yes,No,Yes
25929,currency_id,"Company Currency",many2one,1530,account.accrued.orders.wizard,res.currency,85,"Currency",Yes,No,Yes
25926,date,"Date",date,1530,account.accrued.orders.wizard,,,"",Yes,Yes,No
25932,display_amount,"Display Amount",boolean,1530,account.accrued.orders.wizard,,,"",No,No,Yes
25935,display_name,"Display Name",char,1530,account.accrued.orders.wizard,,,"",No,No,Yes
25933,id,"ID",integer,1530,account.accrued.orders.wizard,,,"",Yes,No,Yes
25925,journal_id,"Journal",many2one,1530,account.accrued.orders.wizard,account.journal,296,"Journal",Yes,Yes,No
25931,preview_data,"Preview Data",text,1530,account.accrued.orders.wizard,,,"",No,No,Yes
25927,reversal_date,"Reversal Date",date,1530,account.accrued.orders.wizard,,,"",Yes,Yes,No
25939,write_date,"Last Updated on",datetime,1530,account.accrued.orders.wizard,,,"",Yes,No,Yes
25938,write_uid,"Last Updated by",many2one,1530,account.accrued.orders.wizard,res.users,90,"User",Yes,No,Yes
2514,active,"Active",boolean,177,account.analytic.account,,,"",Yes,No,No
2519,balance,"Balance",monetary,177,account.analytic.account,,,"",No,No,Yes
26975,bom_count,"BoM Count",integer,177,account.analytic.account,,,"",No,No,Yes
26974,bom_ids,"Bom",many2many,177,account.analytic.account,mrp.bom,266,"Bill of Material",Yes,No,No
2513,code,"Reference",char,177,account.analytic.account,,,"",Yes,No,No
27494,color,"Color Index",integer,177,account.analytic.account,,,"",No,No,Yes
2517,company_id,"Company",many2one,177,account.analytic.account,res.company,87,"Companies",Yes,No,No
2526,create_date,"Created on",datetime,177,account.analytic.account,,,"",Yes,No,Yes
2525,create_uid,"Created by",many2one,177,account.analytic.account,res.users,90,"User",Yes,No,Yes
2521,credit,"Credit",monetary,177,account.analytic.account,,,"",No,No,Yes
8097,crossovered_budget_line,"Budget Lines",one2many,177,account.analytic.account,crossovered.budget.lines,424,"Budget Line",Yes,No,No
2522,currency_id,"Currency",many2one,177,account.analytic.account,res.currency,85,"Currency",No,No,Yes
2520,debit,"Debit",monetary,177,account.analytic.account,,,"",No,No,Yes
2524,display_name,"Display Name",char,177,account.analytic.account,,,"",No,No,Yes
24943,has_message,"Has Message",boolean,177,account.analytic.account,,,"",No,No,Yes
2523,id,"ID",integer,177,account.analytic.account,,,"",Yes,No,Yes
25870,invoice_count,"Invoice Count",integer,177,account.analytic.account,,,"",No,No,Yes
2516,line_ids,"Analytic Lines",one2many,177,account.analytic.account,account.analytic.line,178,"Analytic Line",Yes,No,No
2510,message_attachment_count,"Attachment Count",integer,177,account.analytic.account,,,"",No,No,Yes
2500,message_follower_ids,"Followers",one2many,177,account.analytic.account,mail.followers,150,"Document Followers",Yes,No,No
2508,message_has_error,"Message Delivery error",boolean,177,account.analytic.account,,,"",No,No,Yes
2509,message_has_error_counter,"Number of errors",integer,177,account.analytic.account,,,"",No,No,Yes
3416,message_has_sms_error,"SMS Delivery error",boolean,177,account.analytic.account,,,"",No,No,Yes
2503,message_ids,"Messages",one2many,177,account.analytic.account,mail.message,152,"Message",Yes,No,No
2499,message_is_follower,"Is Follower",boolean,177,account.analytic.account,,,"",No,No,Yes
2506,message_needaction,"Action Needed",boolean,177,account.analytic.account,,,"",No,No,Yes
2507,message_needaction_counter,"Number of Actions",integer,177,account.analytic.account,,,"",No,No,Yes
2501,message_partner_ids,"Followers (Partners)",many2many,177,account.analytic.account,res.partner,78,"Contact",No,No,No
2512,name,"Analytic Account",char,177,account.analytic.account,,,"",Yes,Yes,No
2518,partner_id,"Customer",many2one,177,account.analytic.account,res.partner,78,"Contact",Yes,No,No
2515,plan_id,"Plan",many2one,177,account.analytic.account,account.analytic.plan,176,"Analytic Plans",Yes,Yes,No
26973,production_count,"Manufacturing Orders Count",integer,177,account.analytic.account,,,"",No,No,Yes
26972,production_ids,"Production",many2many,177,account.analytic.account,mrp.production,275,"Production Order",Yes,No,No
8299,project_count,"Project Count",integer,177,account.analytic.account,,,"",No,No,Yes
8298,project_ids,"Projects",one2many,177,account.analytic.account,project.project,435,"Project",Yes,No,No
26858,purchase_order_count,"Purchase Order Count",integer,177,account.analytic.account,,,"",No,No,Yes
34003,rating_ids,"Ratings",one2many,177,account.analytic.account,rating.rating,431,"Rating",Yes,No,No
27493,root_plan_id,"Root Plan",many2one,177,account.analytic.account,account.analytic.plan,176,"Analytic Plans",Yes,No,Yes
26635,total_planned_amount,"Total Planned Amount",monetary,177,account.analytic.account,,,"",No,No,Yes
43586,total_practical_amount,"Total Practical Amount",monetary,177,account.analytic.account,,,"",No,No,Yes
25871,vendor_bill_count,"Vendor Bill Count",integer,177,account.analytic.account,,,"",No,No,Yes
3276,website_message_ids,"Website Messages",one2many,177,account.analytic.account,mail.message,152,"Message",Yes,No,No
26976,workcenter_ids,"Workcenter",many2many,177,account.analytic.account,mrp.workcenter,271,"Work Center",Yes,No,No
26977,workorder_count,"Work Order Count",integer,177,account.analytic.account,,,"",No,No,Yes
2528,write_date,"Last Updated on",datetime,177,account.analytic.account,,,"",Yes,No,Yes
2527,write_uid,"Last Updated by",many2one,177,account.analytic.account,res.users,90,"User",Yes,No,Yes
28399,account_prefix,"Financial Accounts Prefix",char,1658,account.analytic.applicability,,,"",Yes,No,No
27478,analytic_plan_id,"Analytic Plan",many2one,1658,account.analytic.applicability,account.analytic.plan,176,"Analytic Plans",Yes,No,No
27480,applicability,"Applicability",selection,1658,account.analytic.applicability,,,"",Yes,Yes,No
27479,business_domain,"Domain",selection,1658,account.analytic.applicability,,,"",Yes,Yes,No
32869,company_id,"Company",many2one,1658,account.analytic.applicability,res.company,87,"Companies",Yes,No,No
27485,create_date,"Created on",datetime,1658,account.analytic.applicability,,,"",Yes,No,Yes
27484,create_uid,"Created by",many2one,1658,account.analytic.applicability,res.users,90,"User",Yes,No,Yes
42118,display_account_prefix,"Display Account Prefix",boolean,1658,account.analytic.applicability,,,"",No,No,Yes
27483,display_name,"Display Name",char,1658,account.analytic.applicability,,,"",No,No,Yes
27481,id,"ID",integer,1658,account.analytic.applicability,,,"",Yes,No,Yes
28400,product_categ_id,"Product Category",many2one,1658,account.analytic.applicability,product.category,192,"Product Category",Yes,No,No
27487,write_date,"Last Updated on",datetime,1658,account.analytic.applicability,,,"",Yes,No,Yes
27486,write_uid,"Last Updated by",many2one,1658,account.analytic.applicability,res.users,90,"User",Yes,No,Yes
28396,account_prefix,"Accounts Prefix",char,1661,account.analytic.distribution.model,,,"",Yes,No,No
27500,analytic_distribution,"Analytic Distribution",json,1661,account.analytic.distribution.model,,,"",Yes,No,No
27501,analytic_distribution_search,"Analytic Distribution Search",json,1661,account.analytic.distribution.model,,,"",No,No,No
27502,analytic_precision,"Analytic Precision",integer,1661,account.analytic.distribution.model,,,"",No,No,No
27505,company_id,"Company",many2one,1661,account.analytic.distribution.model,res.company,87,"Companies",Yes,No,No
27510,create_date,"Created on",datetime,1661,account.analytic.distribution.model,,,"",Yes,No,Yes
27509,create_uid,"Created by",many2one,1661,account.analytic.distribution.model,res.users,90,"User",Yes,No,Yes
27508,display_name,"Display Name",char,1661,account.analytic.distribution.model,,,"",No,No,Yes
52261,distribution_analytic_account_ids,"Distribution Analytic Account",many2many,1661,account.analytic.distribution.model,account.analytic.account,177,"Analytic Account",No,No,Yes
27506,id,"ID",integer,1661,account.analytic.distribution.model,,,"",Yes,No,Yes
27504,partner_category_id,"Partner Category",many2one,1661,account.analytic.distribution.model,res.partner.category,76,"Partner Tags",Yes,No,No
27503,partner_id,"Partner",many2one,1661,account.analytic.distribution.model,res.partner,78,"Contact",Yes,No,No
28398,product_categ_id,"Product Category",many2one,1661,account.analytic.distribution.model,product.category,192,"Product Category",Yes,No,No
28397,product_id,"Product",many2one,1661,account.analytic.distribution.model,product.product,193,"Product Variant",Yes,No,No
27512,write_date,"Last Updated on",datetime,1661,account.analytic.distribution.model,,,"",Yes,No,Yes
27511,write_uid,"Last Updated by",many2one,1661,account.analytic.distribution.model,res.users,90,"User",Yes,No,Yes
2536,account_id,"Project Account",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",Yes,No,No
44622,allowed_so_line_ids,"Allowed So Line",many2many,178,account.analytic.line,sale.order.line,398,"Sales Order Line",No,No,Yes
2532,amount,"Amount",monetary,178,account.analytic.line,,,"",Yes,Yes,No
32912,auto_account_id,"Analytic Account",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",No,No,No
24945,category,"Category",selection,178,account.analytic.line,,,"",Yes,No,No
5827,code,"Code",char,178,account.analytic.line,,,"",Yes,No,No
2540,company_id,"Company",many2one,178,account.analytic.line,res.company,87,"Companies",Yes,Yes,Yes
2546,create_date,"Created on",datetime,178,account.analytic.line,,,"",Yes,No,Yes
2545,create_uid,"Created by",many2one,178,account.analytic.line,res.users,90,"User",Yes,No,Yes
2541,currency_id,"Currency",many2one,178,account.analytic.line,res.currency,85,"Currency",Yes,No,Yes
2531,date,"Date",date,178,account.analytic.line,,,"",Yes,Yes,No
2544,display_name,"Display Name",char,178,account.analytic.line,,,"",No,No,Yes
30111,employee_id,"Employee",many2one,178,account.analytic.line,hr.employee,1211,"Employee",Yes,No,No
5825,general_account_id,"Financial Account",many2one,178,account.analytic.line,account.account,292,"Account",Yes,No,No
2543,id,"ID",integer,178,account.analytic.line,,,"",Yes,No,Yes
28402,journal_id,"Financial Journal",many2one,178,account.analytic.line,account.journal,296,"Journal",Yes,No,Yes
5826,move_line_id,"Journal Item",many2one,178,account.analytic.line,account.move.line,312,"Journal Item",Yes,No,No
2530,name,"Description",char,178,account.analytic.line,,,"",Yes,Yes,No
2537,partner_id,"Partner",many2one,178,account.analytic.line,res.partner,78,"Contact",Yes,No,No
5824,product_id,"Product",many2one,178,account.analytic.line,product.product,193,"Product Variant",Yes,No,No
2535,product_uom_category_id,"UoM Category",many2one,178,account.analytic.line,uom.category,126,"Product UoM Categories",No,No,Yes
2534,product_uom_id,"Unit of Measure",many2one,178,account.analytic.line,uom.uom,127,"Product Unit of Measure",Yes,No,No
5828,ref,"Ref.",char,178,account.analytic.line,,,"",Yes,No,No
7337,so_line,"Sales Order Item",many2one,178,account.analytic.line,sale.order.line,398,"Sales Order Line",Yes,No,No
2533,unit_amount,"Quantity",float,178,account.analytic.line,,,"",Yes,No,No
2538,user_id,"User",many2one,178,account.analytic.line,res.users,90,"User",Yes,No,No
22136,user_type_id,"Type",many2one,178,account.analytic.line,_unknown,2,"Unknown",Yes,Yes,No
2548,write_date,"Last Updated on",datetime,178,account.analytic.line,,,"",Yes,No,Yes
2547,write_uid,"Last Updated by",many2one,178,account.analytic.line,res.users,90,"User",Yes,No,Yes
32842,x_plan34_id,"Internal Projects",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",Yes,No,No
32843,x_plan35_id,"Default upg",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",Yes,No,No
32844,x_plan36_id,"Former Tag",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",Yes,No,No
32943,x_plan37_id,"Projects",many2one,178,account.analytic.line,account.analytic.account,177,"Analytic Account",Yes,No,No
27473,account_count,"Analytic Accounts Count",integer,176,account.analytic.plan,,,"",No,No,Yes
27472,account_ids,"Accounts",one2many,176,account.analytic.plan,account.analytic.account,177,"Analytic Account",Yes,No,No
27474,all_account_count,"All Analytic Accounts Count",integer,176,account.analytic.plan,,,"",No,No,Yes
27477,applicability_ids,"Applicability",one2many,176,account.analytic.plan,account.analytic.applicability,1658,"Analytic Plan's Applicabilities",Yes,No,No
27471,children_count,"Children Plans Count",integer,176,account.analytic.plan,,,"",No,No,Yes
2489,children_ids,"Childrens",one2many,176,account.analytic.plan,account.analytic.plan,176,"Analytic Plans",Yes,No,No
27475,color,"Color",integer,176,account.analytic.plan,,,"",Yes,No,No
2490,complete_name,"Complete Name",char,176,account.analytic.plan,,,"",Yes,No,Yes
2495,create_date,"Created on",datetime,176,account.analytic.plan,,,"",Yes,No,Yes
2494,create_uid,"Created by",many2one,176,account.analytic.plan,res.users,90,"User",Yes,No,Yes
27476,default_applicability,"Default Applicability",selection,176,account.analytic.plan,,,"",No,Yes,No
2486,description,"Description",text,176,account.analytic.plan,,,"",Yes,No,No
2493,display_name,"Display Name",char,176,account.analytic.plan,,,"",No,No,Yes
2492,id,"ID",integer,176,account.analytic.plan,,,"",Yes,No,Yes
2485,name,"Name",char,176,account.analytic.plan,,,"",Yes,Yes,No
2487,parent_id,"Parent",many2one,176,account.analytic.plan,account.analytic.plan,176,"Analytic Plans",Yes,No,No
2488,parent_path,"Parent Path",char,176,account.analytic.plan,,,"",Yes,No,No
32849,root_id,"Root",many2one,176,account.analytic.plan,account.analytic.plan,176,"Analytic Plans",No,No,Yes
32857,sequence,"Sequence",integer,176,account.analytic.plan,,,"",Yes,No,No
2497,write_date,"Last Updated on",datetime,176,account.analytic.plan,,,"",Yes,No,Yes
2496,write_uid,"Last Updated by",many2one,176,account.analytic.plan,res.users,90,"User",Yes,No,Yes
7681,account_asset_id,"Fixed Asset Account",many2one,404,account.asset,account.account,292,"Account",Yes,No,No
7683,account_depreciation_expense_id,"Expense Account",many2one,404,account.asset,account.account,292,"Account",Yes,No,No
7682,account_depreciation_id,"Depreciation Account",many2one,404,account.asset,account.account,292,"Account",Yes,No,No
29740,account_type,"Type of the account",selection,404,account.asset,,,"",No,No,Yes
7695,acquisition_date,"Acquisition Date",date,404,account.asset,,,"",Yes,No,No
7673,active,"Active",boolean,404,account.asset,,,"",Yes,No,No
27042,activity_calendar_event_id,"Next Activity Calendar Event",many2one,404,account.asset,calendar.event,184,"Calendar Event",No,No,Yes
7648,activity_date_deadline,"Next Activity Deadline",date,404,account.asset,,,"",No,No,Yes
7649,activity_exception_decoration,"Activity Exception Decoration",selection,404,account.asset,,,"",No,No,Yes
7650,activity_exception_icon,"Icon",char,404,account.asset,,,"",No,No,Yes
7646,activity_ids,"Activities",one2many,404,account.asset,mail.activity,154,"Activity",Yes,No,No
7647,activity_state,"Activity State",selection,404,account.asset,,,"",No,No,Yes
7705,activity_summary,"Next Activity Summary",char,404,account.asset,,,"",No,No,No
18498,activity_type_icon,"Activity Type Icon",char,404,account.asset,,,"",No,No,Yes
7704,activity_type_id,"Next Activity Type",many2one,404,account.asset,mail.activity.type,153,"Activity Type",No,No,No
7703,activity_user_id,"Responsible User",many2one,404,account.asset,res.users,90,"User",No,No,Yes
18512,already_depreciated_amount_import,"Already Depreciated Amount Import",monetary,404,account.asset,,,"",Yes,No,No
29722,analytic_distribution,"Analytic Distribution",json,404,account.asset,,,"",Yes,No,No
29723,analytic_distribution_search,"Analytic Distribution Search",json,404,account.asset,,,"",No,No,No
29724,analytic_precision,"Analytic Precision",integer,404,account.asset,,,"",No,No,No
29742,asset_lifetime_days,"Asset Lifetime Days",float,404,account.asset,,,"",No,No,Yes
29743,asset_paused_days,"Asset Paused Days",float,404,account.asset,,,"",Yes,No,No
7686,book_value,"Book Value",monetary,404,account.asset,,,"",Yes,No,Yes
7702,children_ids,"Children",one2many,404,account.asset,account.asset,404,"Asset/Revenue Recognition",Yes,No,No
7671,company_id,"Company",many2one,404,account.asset,res.company,87,"Companies",Yes,Yes,No
7709,create_date,"Created on",datetime,404,account.asset,,,"",Yes,No,Yes
7708,create_uid,"Created by",many2one,404,account.asset,res.users,90,"User",Yes,No,Yes
7670,currency_id,"Currency",many2one,404,account.asset,res.currency,85,"Currency",Yes,No,Yes
7666,depreciation_entries_count,"# Posted Depreciation Entries",integer,404,account.asset,,,"",No,No,Yes
7690,depreciation_move_ids,"Depreciation Lines",one2many,404,account.asset,account.move,311,"Journal Entry",Yes,No,No
7700,display_account_asset_id,"Display Account Asset",boolean,404,account.asset,,,"",No,No,Yes
7707,display_name,"Display Name",char,404,account.asset,,,"",No,No,Yes
7696,disposal_date,"Disposal Date",date,404,account.asset,,,"",Yes,No,No
52518,distribution_analytic_account_ids,"Distribution Analytic Account",many2many,404,account.asset,account.analytic.account,177,"Analytic Account",No,No,Yes
7667,gross_increase_count,"# Gross Increases",integer,404,account.asset,,,"",No,No,Yes
7689,gross_increase_value,"Gross Increase Value",monetary,404,account.asset,,,"",No,No,Yes
27043,has_message,"Has Message",boolean,404,account.asset,,,"",No,No,Yes
7706,id,"ID",integer,404,account.asset,,,"",Yes,No,Yes
7684,journal_id,"Journal",many2one,404,account.asset,account.journal,296,"Journal",Yes,No,No
7662,message_attachment_count,"Attachment Count",integer,404,account.asset,,,"",No,No,Yes
7652,message_follower_ids,"Followers",one2many,404,account.asset,mail.followers,150,"Document Followers",Yes,No,No
7660,message_has_error,"Message Delivery error",boolean,404,account.asset,,,"",No,No,Yes
7661,message_has_error_counter,"Number of errors",integer,404,account.asset,,,"",No,No,Yes
7665,message_has_sms_error,"SMS Delivery error",boolean,404,account.asset,,,"",No,No,Yes
7655,message_ids,"Messages",one2many,404,account.asset,mail.message,152,"Message",Yes,No,No
7651,message_is_follower,"Is Follower",boolean,404,account.asset,,,"",No,No,Yes
7658,message_needaction,"Action Needed",boolean,404,account.asset,,,"",No,No,Yes
7659,message_needaction_counter,"Number of Actions",integer,404,account.asset,,,"",No,No,Yes
7653,message_partner_ids,"Followers (Partners)",many2many,404,account.asset,res.partner,78,"Contact",No,No,No
7675,method,"Method",selection,404,account.asset,,,"",Yes,No,No
7676,method_number,"Duration",integer,404,account.asset,,,"",Yes,No,No
7677,method_period,"Number of Months in a Period",selection,404,account.asset,,,"",Yes,No,No
7678,method_progress_factor,"Declining Factor",float,404,account.asset,,,"",Yes,No,No
7697,model_id,"Model",many2one,404,account.asset,account.asset,404,"Asset/Revenue Recognition",Yes,No,No
18499,my_activity_date_deadline,"My Activity Deadline",date,404,account.asset,,,"",No,No,Yes
7669,name,"Asset Name",char,404,account.asset,,,"",Yes,Yes,No
27120,non_deductible_tax_value,"Non Deductible Tax Value",monetary,404,account.asset,,,"",Yes,No,Yes
7691,original_move_line_ids,"Journal Items",many2many,404,account.asset,account.move.line,312,"Journal Item",Yes,No,No
7685,original_value,"Original Value",monetary,404,account.asset,,,"",Yes,No,No
7701,parent_id,"Parent",many2one,404,account.asset,account.asset,404,"Asset/Revenue Recognition",Yes,No,No
29735,paused_prorata_date,"Paused Prorata Date",date,404,account.asset,,,"",No,No,Yes
29733,prorata_computation_type,"Computation",selection,404,account.asset,,,"",Yes,Yes,No
7680,prorata_date,"Prorata Date",date,404,account.asset,,,"",Yes,Yes,No
45040,rating_ids,"Ratings",one2many,404,account.asset,rating.rating,431,"Rating",Yes,No,No
29738,related_purchase_value,"Related Purchase Value",monetary,404,account.asset,,,"",No,No,Yes
7688,salvage_value,"Not Depreciable Value",monetary,404,account.asset,,,"",Yes,No,No
7672,state,"Status",selection,404,account.asset,,,"",Yes,No,Yes
29737,total_depreciable_value,"Total Depreciable Value",monetary,404,account.asset,,,"",No,No,Yes
7668,total_depreciation_entries_count,"# Depreciation Entries",integer,404,account.asset,,,"",No,No,Yes
7687,value_residual,"Depreciable Value",monetary,404,account.asset,,,"",No,No,Yes
7664,website_message_ids,"Website Messages",one2many,404,account.asset,mail.message,152,"Message",Yes,No,No
7711,write_date,"Last Updated on",datetime,404,account.asset,,,"",Yes,No,Yes
7710,write_uid,"Last Updated by",many2one,404,account.asset,res.users,90,"User",Yes,No,Yes
43405,account_ids,"Accounts",many2many,2020,account.auto.reconcile.wizard,account.account,292,"Account",Yes,No,No
43401,company_id,"Company",many2one,2020,account.auto.reconcile.wizard,res.company,87,"Companies",Yes,Yes,Yes
43411,create_date,"Created on",datetime,2020,account.auto.reconcile.wizard,,,"",Yes,No,Yes
43410,create_uid,"Created by",many2one,2020,account.auto.reconcile.wizard,res.users,90,"User",Yes,No,Yes
43409,display_name,"Display Name",char,2020,account.auto.reconcile.wizard,,,"",No,No,Yes
43403,from_date,"From",date,2020,account.auto.reconcile.wizard,,,"",Yes,No,No
43408,id,"ID",integer,2020,account.auto.reconcile.wizard,,,"",Yes,No,Yes
43402,line_ids,"Line",many2many,2020,account.auto.reconcile.wizard,account.move.line,312,"Journal Item",Yes,No,No
43406,partner_ids,"Partners",many2many,2020,account.auto.reconcile.wizard,res.partner,78,"Contact",Yes,No,No
43407,search_mode,"Reconcile",selection,2020,account.auto.reconcile.wizard,,,"",Yes,Yes,No
43404,to_date,"To",date,2020,account.auto.reconcile.wizard,,,"",Yes,Yes,No
43413,write_date,"Last Updated on",datetime,2020,account.auto.reconcile.wizard,,,"",Yes,No,Yes
43412,write_uid,"Last Updated by",many2one,2020,account.auto.reconcile.wizard,res.users,90,"User",Yes,No,Yes
17175,account_type,"Account Type",selection,1022,account.automatic.entry.wizard,,,"",Yes,No,Yes
17165,action,"Action",selection,1022,account.automatic.entry.wizard,,,"",Yes,Yes,No
17171,company_currency_id,"Currency",many2one,1022,account.automatic.entry.wizard,res.currency,85,"Currency",No,No,Yes
17170,company_id,"Company",many2one,1022,account.automatic.entry.wizard,res.company,87,"Companies",Yes,Yes,Yes
17183,create_date,"Created on",datetime,1022,account.automatic.entry.wizard,,,"",Yes,No,Yes
17182,create_uid,"Created by",many2one,1022,account.automatic.entry.wizard,res.users,90,"User",Yes,No,Yes
17169,date,"Date",date,1022,account.automatic.entry.wizard,,,"",Yes,Yes,No
17178,destination_account_id,"To",many2one,1022,account.automatic.entry.wizard,account.account,292,"Account",Yes,No,No
